Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Application type","Stage of procedure","Cases / Persons",applied
2003,Nigeria,NGA,-,-,U,V,FI,P,384
2003,Nigeria,NGA,-,-,U,V,FI,C,19
2003,Nigeria,NGA,-,-,G,V,AR,P,2200
2003,Nigeria,NGA,-,-,G,V,RA,P,129
2003,Nigeria,NGA,-,-,G,V,NA,P,1051
2003,Nigeria,NGA,-,-,J,V,FI,P,5
2003,Nigeria,NGA,-,-,U,V,FA,P,93
2003,Nigeria,NGA,-,-,G,V,JR,P,26
2003,Nigeria,NGA,-,-,G,V,EO,P,291
2003,Nigeria,NGA,-,-,G,V,IN,C,99
2003,Niue,NIU,-,-,G,V,EO,P,5
2003,Norway,NOR,-,-,G,V,FI,P,5
2003,Oman,OMN,-,-,G,V,FI,P,10
2003,Pakistan,PAK,-,-,U,V,FI,P,311
2003,Pakistan,PAK,-,-,G,V,AR,C,48
2003,Pakistan,PAK,-,-,G,V,FI,P,15740
2003,Pakistan,PAK,-,-,G,V,FA,P,1295
2003,Pakistan,PAK,-,-,G,V,AR,P,353
2003,Pakistan,PAK,-,-,G,V,RA,P,306
2003,Pakistan,PAK,-,-,G,V,NA,P,1122
2003,Pakistan,PAK,-,-,U,V,FA,P,31
2003,Pakistan,PAK,-,-,G,V,JR,P,21
2003,Pakistan,PAK,-,-,G,V,EO,P,1073
2003,Pakistan,PAK,-,-,G,V,IN,C,513
2003,Panama,PAN,-,-,G,V,FI,P,32
2003,Panama,PAN,-,-,G,V,EO,P,10
2003,Panama,PAN,-,-,G,V,IN,C,5
2003,Paraguay,PRY,-,-,G,V,FI,P,32
2003,Paraguay,PRY,-,-,G,V,EO,P,18
2003,Paraguay,PRY,-,-,G,V,IN,C,5
2003,Peru,PER,-,-,G,V,FI,P,883
2003,Peru,PER,-,-,G,V,AR,C,5
2003,Peru,PER,-,-,G,V,FI,C,15
2003,Peru,PER,-,-,G,V,NA,P,13
2003,Peru,PER,-,-,G,V,AR,P,5
2003,Peru,PER,-,-,G,V,EO,P,483
2003,Peru,PER,-,-,G,V,IN,C,197
2003,Philippines,PHL,-,-,G,V,AR,C,33
2003,Philippines,PHL,-,-,G,V,FI,P,532
2003,Philippines,PHL,-,-,G,V,FA,P,5
2003,Philippines,PHL,-,-,G,V,NA,P,5
2003,Philippines,PHL,-,-,G,V,AR,P,5
2003,Philippines,PHL,-,-,G,V,EO,P,505
2003,Philippines,PHL,-,-,G,V,IN,C,59
2003,"Papua New Guinea",PNG,-,-,G,V,AR,C,5
2003,"Papua New Guinea",PNG,-,-,G,V,FI,P,10
2003,Poland,POL,-,-,G,V,AR,C,11
2003,Poland,POL,-,-,G,V,FI,P,751
2003,Poland,POL,-,-,G,V,FA,P,12
2003,Poland,POL,-,-,G,V,NA,P,32
2003,Poland,POL,-,-,G,V,RA,P,12
2003,Poland,POL,-,-,G,V,AR,P,133
2003,Poland,POL,-,-,G,V,EO,P,82
2003,Poland,POL,-,-,G,V,IN,C,44
2003,Portugal,PRT,-,-,G,V,AR,C,5
2003,Portugal,PRT,-,-,G,V,FI,P,430
2003,Portugal,PRT,-,-,G,V,EO,P,18
2003,Portugal,PRT,-,-,G,V,IN,C,5
2003,Qatar,QAT,-,-,G,V,EO,P,5
2003,Romania,ROU,-,-,G,V,AR,C,5
2003,Romania,ROU,-,-,G,V,FI,P,3362
2003,Romania,ROU,-,-,G,V,FA,P,872
2003,Romania,ROU,-,-,G,V,AR,P,742
2003,Romania,ROU,-,-,U,V,FI,P,5
2003,Romania,ROU,-,-,G,V,NA,P,104
2003,Romania,ROU,-,-,G,V,RA,P,54
2003,Romania,ROU,-,-,G,V,EO,P,199
2003,Romania,ROU,-,-,G,V,IN,C,180
2003,"South Africa",ZAF,-,-,G,V,AR,C,5
2003,"South Africa",ZAF,-,-,G,V,FI,P,507
2003,"South Africa",ZAF,-,-,G,V,AR,P,106
2003,"South Africa",ZAF,-,-,G,V,EO,P,107
2003,"South Africa",ZAF,-,-,G,V,IN,C,41
2003,"Russian Federation",RUS,-,-,G,V,FI,P,24514
2003,"Russian Federation",RUS,-,-,G,V,AR,C,24
2003,"Russian Federation",RUS,-,-,G,V,FA,P,6780
2003,"Russian Federation",RUS,-,-,U,V,FI,P,805
2003,"Russian Federation",RUS,-,-,G,V,AR,P,1747
2003,"Russian Federation",RUS,-,-,G,V,RA,P,567
2003,"Russian Federation",RUS,-,-,G,V,NA,P,3383
2003,"Russian Federation",RUS,-,-,G,V,JR,P,34
2003,"Russian Federation",RUS,-,-,G,V,EO,P,1265
2003,"Russian Federation",RUS,-,-,G,V,IN,C,761
2003,Rwanda,RWA,-,-,G,V,FI,P,4300
2003,Rwanda,RWA,-,-,U,V,FI,P,445
2003,Rwanda,RWA,-,-,G,V,FA,P,16
2003,Rwanda,RWA,-,-,G,V,FI,C,42
2003,Rwanda,RWA,-,-,G,V,AR,P,94
2003,Rwanda,RWA,-,-,U,V,FI,C,155
2003,Rwanda,RWA,-,-,G,V,RA,P,11
2003,Rwanda,RWA,-,-,G,V,NA,P,53
2003,Rwanda,RWA,-,-,J,V,FI,P,24
2003,Rwanda,RWA,-,-,G,V,EO,P,60
2003,Rwanda,RWA,-,-,G,V,IN,C,67
2003,"El Salvador",SLV,-,-,G,V,AR,C,5
2003,"El Salvador",SLV,-,-,G,V,FI,P,248
2003,"El Salvador",SLV,-,-,G,V,EO,P,2227
2003,"El Salvador",SLV,-,-,G,V,IN,C,376
2003,"Saudi Arabia",SAU,-,-,G,V,FI,P,43
2003,"Saudi Arabia",SAU,-,-,U,V,FI,P,16
2003,"Saudi Arabia",SAU,-,-,G,V,EO,P,37
2003,"Saudi Arabia",SAU,-,-,G,V,IN,C,5
2003,Senegal,SEN,-,-,G,V,FI,P,553
2003,Senegal,SEN,-,-,G,V,FA,P,39
2003,Senegal,SEN,-,-,U,V,FI,C,5
2003,Senegal,SEN,-,-,G,V,AR,P,209
2003,Senegal,SEN,-,-,G,V,RA,P,20
2003,Senegal,SEN,-,-,G,V,NA,P,18
2003,Senegal,SEN,-,-,G,V,EO,P,112
2003,Senegal,SEN,-,-,G,V,IN,C,93
2003,Seychelles,SYC,-,-,G,V,FI,P,10
2003,Seychelles,SYC,-,-,G,V,EO,P,5
2003,Singapore,SGP,-,-,G,V,FI,P,25
2003,Singapore,SGP,-,-,G,V,EO,P,11
2003,Singapore,SGP,-,-,G,V,IN,C,5
2003,"Sierra Leone",SLE,-,-,G,V,FI,P,5181
2003,"Sierra Leone",SLE,-,-,U,V,FI,P,114
2003,"Sierra Leone",SLE,-,-,G,V,FA,P,427
2003,"Sierra Leone",SLE,-,-,G,V,AR,P,529
2003,"Sierra Leone",SLE,-,-,U,V,FI,C,38
2003,"Sierra Leone",SLE,-,-,G,V,RA,P,54
2003,"Sierra Leone",SLE,-,-,G,V,NA,P,229
2003,"Sierra Leone",SLE,-,-,J,V,FI,P,77
2003,"Sierra Leone",SLE,-,-,U,V,AR,P,5
2003,"Sierra Leone",SLE,-,-,U,V,FA,P,33
2003,"Sierra Leone",SLE,-,-,G,V,EO,P,344
2003,"Sierra Leone",SLE,-,-,G,V,IN,C,365
2003,"Solomon Islands",SLB,-,-,G,V,FI,P,17
2003,"Solomon Islands",SLB,-,-,G,V,AR,P,5
2003,Somalia,SOM,-,-,G,V,FI,P,17614
2003,Somalia,SOM,-,-,U,V,FI,P,1050
2003,Somalia,SOM,-,-,G,V,FA,P,1934
2003,Somalia,SOM,-,-,U,V,FI,C,180
2003,Somalia,SOM,-,-,G,V,FI,C,1985
2003,Somalia,SOM,-,-,G,V,NA,P,257
2003,Somalia,SOM,-,-,G,V,RA,P,13
2003,Somalia,SOM,-,-,U,V,AR,P,16
2003,Somalia,SOM,-,-,G,V,AR,P,51
2003,Somalia,SOM,-,-,U,V,JR,P,14
2003,Somalia,SOM,-,-,U,V,FA,P,22
2003,Somalia,SOM,-,-,G,V,JR,P,53
2003,Somalia,SOM,-,-,G,V,EO,P,428
2003,Somalia,SOM,-,-,G,V,IN,C,168
2003,Spain,ESP,-,-,G,V,FI,P,18
2003,Spain,ESP,-,-,G,V,EO,P,14
2003,Spain,ESP,-,-,G,V,IN,C,5
2003,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,G,V,FI,P,21162
2003,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,G,V,AR,C,14
2003,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,G,V,FA,P,4036
2003,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,G,V,AR,P,1090
2003,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,U,V,FI,P,734
2003,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,G,V,RA,P,6206
2003,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,G,V,NA,P,4909
2003,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,G,V,EO,P,470
2003,"Viet Nam",VNM,-,-,G,V,AR,C,63
2003,"Viet Nam",VNM,-,-,G,V,FI,P,2394
2003,"Viet Nam",VNM,-,-,G,V,FA,P,57
2003,"Viet Nam",VNM,-,-,U,V,FI,P,155
2003,"Viet Nam",VNM,-,-,G,V,NA,P,2096
2003,"Viet Nam",VNM,-,-,G,V,RA,P,443
2003,"Viet Nam",VNM,-,-,G,V,ar,P,10
2003,"Viet Nam",VNM,-,-,U,V,FA,P,40
2003,"Viet Nam",VNM,-,-,G,V,JR,P,13
2003,"Viet Nam",VNM,-,-,G,V,EO,P,185
2003,"Viet Nam",VNM,-,-,G,V,IN,C,16
2003,Stateless,XXA,-,-,G,V,FI,P,3204
2003,Stateless,XXA,-,-,G,V,FA,P,408
2003,Stateless,XXA,-,-,U,V,FI,P,13
2003,Stateless,XXA,-,-,G,V,NA,P,60
2003,Stateless,XXA,-,-,G,V,RA,P,10
2003,Stateless,XXA,-,-,G,V,AR,P,28
2003,Stateless,XXA,-,-,U,V,FI,C,259
2003,Stateless,XXA,-,-,G,V,JR,P,5
2003,Stateless,XXA,-,-,G,V,EO,P,177
2003,Stateless,XXA,-,-,G,V,IN,C,129
2003,"Saint Kitts and Nevis",KNA,-,-,G,V,FI,P,5
2003,Sudan,SDN,-,-,G,V,FI,P,3225
2003,Sudan,SDN,-,-,U,V,FI,P,6370
2003,Sudan,SDN,-,-,G,V,AR,C,5
2003,Sudan,SDN,-,-,G,V,FA,P,732
2003,Sudan,SDN,-,-,G,V,AR,P,94
2003,Sudan,SDN,-,-,U,V,FI,C,183
2003,Sudan,SDN,-,-,G,V,FI,C,5
2003,Sudan,SDN,-,-,G,V,NA,P,307
2003,Sudan,SDN,-,-,G,V,RA,P,36
2003,Sudan,SDN,-,-,U,V,AR,P,34
2003,Sudan,SDN,-,-,U,V,JR,P,29
2003,Sudan,SDN,-,-,G,V,JR,P,5
2003,Sudan,SDN,-,-,G,V,EO,P,202
2003,Sudan,SDN,-,-,G,V,IN,C,150
2003,Suriname,SUR,-,-,G,V,FI,P,15
2003,Suriname,SUR,-,-,G,V,EO,P,5
2003,Slovakia,SVK,-,-,G,V,FA,P,13
2003,Slovakia,SVK,-,-,G,V,AR,P,27
2003,Slovakia,SVK,-,-,G,V,FI,P,2487
2003,Slovakia,SVK,-,-,G,V,NA,P,593
2003,Slovakia,SVK,-,-,G,V,RA,P,164
2003,Slovakia,SVK,-,-,G,V,EO,P,10
2003,Slovakia,SVK,-,-,G,V,IN,C,5
2003,Slovenia,SVN,-,-,G,V,FA,P,5
2003,Slovenia,SVN,-,-,G,V,FI,P,25
2003,Slovenia,SVN,-,-,G,V,NA,P,5
2003,Slovenia,SVN,-,-,G,V,EO,P,11
2003,Eswatini,SWZ,-,-,G,V,FI,P,15
2003,Eswatini,SWZ,-,-,G,V,EO,P,5
2003,Sweden,SWE,-,-,G,V,FI,P,16
2003,Sweden,SWE,-,-,G,V,EO,P,15
2003,"Syrian Arab Rep.",SYR,-,-,U,V,FI,P,190
2003,"Syrian Arab Rep.",SYR,-,-,G,V,FI,P,2114
2003,"Syrian Arab Rep.",SYR,-,-,G,V,AR,C,10
2003,"Syrian Arab Rep.",SYR,-,-,G,V,FA,P,153
2003,"Syrian Arab Rep.",SYR,-,-,G,V,AR,P,191
2003,"Syrian Arab Rep.",SYR,-,-,G,V,RA,P,247
2003,"Syrian Arab Rep.",SYR,-,-,G,V,NA,P,1192
2003,"Syrian Arab Rep.",SYR,-,-,U,V,JR,P,10
2003,"Syrian Arab Rep.",SYR,-,-,G,V,JR,P,14
2003,"Syrian Arab Rep.",SYR,-,-,G,V,EO,P,149
2003,"Syrian Arab Rep.",SYR,-,-,G,V,IN,C,43
2003,"United Rep. of Tanzania",TZA,-,-,G,V,AR,C,5
2003,"United Rep. of Tanzania",TZA,-,-,G,V,FI,P,1363
2003,"United Rep. of Tanzania",TZA,-,-,G,V,NA,P,29
2003,"United Rep. of Tanzania",TZA,-,-,U,V,FI,P,90
2003,"United Rep. of Tanzania",TZA,-,-,G,V,EO,P,54
2003,"United Rep. of Tanzania",TZA,-,-,G,V,IN,C,53
2003,Thailand,THA,-,-,G,V,AR,C,162
2003,Thailand,THA,-,-,G,V,FI,P,378
2003,Thailand,THA,-,-,G,V,NA,P,5
2003,Thailand,THA,-,-,G,V,AR,P,59
2003,Thailand,THA,-,-,G,V,EO,P,45
2003,Thailand,THA,-,-,G,V,IN,C,5
2003,Tajikistan,TJK,-,-,G,V,FA,P,15
2003,Tajikistan,TJK,-,-,G,V,AR,P,5
2003,Tajikistan,TJK,-,-,G,V,FI,P,135
2003,Tajikistan,TJK,-,-,G,V,NA,P,12
2003,Tajikistan,TJK,-,-,G,V,RA,P,5
2003,Tajikistan,TJK,-,-,U,V,FI,P,23
2003,Tajikistan,TJK,-,-,G,V,EO,P,20
2003,Tajikistan,TJK,-,-,G,V,IN,C,11
2003,Turkmenistan,TKM,-,-,G,V,FA,P,13
2003,Turkmenistan,TKM,-,-,G,V,FI,P,117
2003,Turkmenistan,TKM,-,-,G,V,NA,P,21
2003,Turkmenistan,TKM,-,-,G,V,RA,P,5
2003,Turkmenistan,TKM,-,-,G,V,EO,P,21
2003,Turkmenistan,TKM,-,-,G,V,IN,C,29
2003,Timor-Leste,TLS,-,-,G,V,AR,C,291
2003,Timor-Leste,TLS,-,-,G,V,FI,P,12
2003,Timor-Leste,TLS,-,-,U,V,FI,P,26
2003,Togo,TGO,-,-,U,V,FI,P,10
2003,Togo,TGO,-,-,G,V,FA,P,126
2003,Togo,TGO,-,-,G,V,AR,P,200
2003,Togo,TGO,-,-,G,V,FI,P,2148
2003,Togo,TGO,-,-,G,V,NA,P,672
2003,Togo,TGO,-,-,G,V,RA,P,266
2003,Togo,TGO,-,-,J,V,FI,P,11
2003,Togo,TGO,-,-,G,V,EO,P,314
2003,Togo,TGO,-,-,G,V,IN,C,638
2003,Tonga,TON,-,-,G,V,AR,C,36
2003,Tonga,TON,-,-,G,V,FI,P,70
2003,"Trinidad and Tobago",TTO,-,-,G,V,FI,P,233
2003,"Trinidad and Tobago",TTO,-,-,G,V,EO,P,18
2003,"Trinidad and Tobago",TTO,-,-,G,V,IN,C,5
2003,Tunisia,TUN,-,-,U,V,FI,P,35
2003,Tunisia,TUN,-,-,G,V,FA,P,23
2003,Tunisia,TUN,-,-,G,V,FI,P,412
2003,Tunisia,TUN,-,-,G,V,NA,P,144
2003,Tunisia,TUN,-,-,G,V,RA,P,35
2003,Tunisia,TUN,-,-,G,V,EO,P,55
2003,Tunisia,TUN,-,-,G,V,IN,C,5
2003,Turkey,TUR,-,-,G,V,AR,C,36
2003,Turkey,TUR,-,-,G,V,FI,P,15772
2003,Turkey,TUR,-,-,G,V,FA,P,3320
2003,Turkey,TUR,-,-,G,V,AR,P,5038
2003,Turkey,TUR,-,-,U,V,FI,P,64
2003,Turkey,TUR,-,-,G,V,RA,P,4112
2003,Turkey,TUR,-,-,G,V,NA,P,6301
2003,Turkey,TUR,-,-,G,V,JR,P,15
2003,Turkey,TUR,-,-,U,V,FI,C,5
2003,Turkey,TUR,-,-,G,V,EO,P,115
2003,Turkey,TUR,-,-,G,V,IN,C,59
2003,"United Arab Emirates",ARE,-,-,G,V,FI,P,10
2003,"United Arab Emirates",ARE,-,-,G,V,EO,P,10
2003,Uganda,UGA,-,-,U,V,FI,P,398
2003,Uganda,UGA,-,-,G,V,AR,C,5
2003,Uganda,UGA,-,-,G,V,FI,P,1725
2003,Uganda,UGA,-,-,G,V,FA,P,10
2003,Uganda,UGA,-,-,U,V,FI,C,10
2003,Uganda,UGA,-,-,G,V,NA,P,115
2003,Uganda,UGA,-,-,G,V,RA,P,10
2003,Uganda,UGA,-,-,G,V,AR,P,10
2003,Uganda,UGA,-,-,U,V,FA,P,5
2003,Uganda,UGA,-,-,G,V,JR,P,5
2003,Uganda,UGA,-,-,G,V,EO,P,144
2003,Uganda,UGA,-,-,G,V,IN,C,167
2003,"Unknown ",,-,-,G,V,FI,P,3127
2003,"Unknown ",,-,-,G,V,FA,P,740
2003,"Unknown ",,-,-,U,V,FI,P,39
2003,"Unknown ",,-,-,U,V,FI,C,25
2003,"Unknown ",,-,-,G,V,FI,C,119
2003,"Unknown ",,-,-,G,V,AR,P,32501
2003,"Unknown ",,-,-,G,V,RA,P,160
2003,"Unknown ",,-,-,G,V,AR,C,46130
2003,"Unknown ",,-,-,G,V,JR,C,2170
2003,"Unknown ",,-,-,G,V,NA,P,1792
2003,"Unknown ",,-,-,G,V,JR,P,62
2003,"Unknown ",,-,-,G,V,EO,P,10
2003,"Unknown ",,-,-,G,V,IN,C,593
2003,Ukraine,UKR,-,-,G,V,FI,P,4801
2003,Ukraine,UKR,-,-,G,V,AR,C,22
2003,Ukraine,UKR,-,-,G,V,FA,P,533
2003,Ukraine,UKR,-,-,G,V,AR,P,585
2003,Ukraine,UKR,-,-,U,V,FI,P,23
2003,Ukraine,UKR,-,-,G,V,RA,P,79
2003,Ukraine,UKR,-,-,G,V,NA,P,299
2003,Ukraine,UKR,-,-,G,V,EO,P,326
2003,Ukraine,UKR,-,-,G,V,IN,C,188
2003,Uruguay,URY,-,-,G,V,AR,C,5
2003,Uruguay,URY,-,-,G,V,FI,P,216
2003,Uruguay,URY,-,-,G,V,FA,P,5
2003,Uruguay,URY,-,-,G,V,EO,P,28
2003,Uruguay,URY,-,-,G,V,IN,C,72
2003,"United States of America",USA,-,-,G,V,FI,P,371
2003,"United States of America",USA,-,-,G,V,NA,P,5
2003,Uzbekistan,UZB,-,-,G,V,FI,P,1005
2003,Uzbekistan,UZB,-,-,G,V,FA,P,106
2003,Uzbekistan,UZB,-,-,G,V,AR,P,34
2003,Uzbekistan,UZB,-,-,U,V,FI,P,34
2003,Uzbekistan,UZB,-,-,G,V,RA,P,10
2003,Uzbekistan,UZB,-,-,G,V,NA,P,58
2003,Uzbekistan,UZB,-,-,G,V,EO,P,288
2003,Uzbekistan,UZB,-,-,G,V,IN,C,281
2003,"Saint Vincent and the Grenadines",VCT,-,-,G,V,FI,P,402
2003,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,V,AR,C,5
2003,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,V,FI,P,715
2003,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,V,EO,P,670
2003,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,V,IN,C,899
2003,Samoa,WSM,-,-,G,V,FI,P,5
2003,"Western Sahara",ESH,-,-,G,V,FI,P,23
2003,Yemen,YEM,-,-,U,V,FI,P,15
2003,Yemen,YEM,-,-,G,V,FI,P,335
2003,Yemen,YEM,-,-,G,V,NA,P,46
2003,Yemen,YEM,-,-,G,V,RA,P,23
2003,Yemen,YEM,-,-,G,V,EO,P,108
2003,Yemen,YEM,-,-,G,V,IN,C,23
2003,Zambia,ZMB,-,-,G,V,AR,C,5
2003,Zambia,ZMB,-,-,G,V,FI,P,115
2003,Zambia,ZMB,-,-,G,V,EO,P,34
2003,Zambia,ZMB,-,-,G,V,IN,C,36
2003,Zimbabwe,ZWE,-,-,U,V,FI,P,10
2003,Zimbabwe,ZWE,-,-,G,V,AR,C,30
2003,Zimbabwe,ZWE,-,-,G,V,FI,P,6980
2003,Zimbabwe,ZWE,-,-,G,V,FA,P,13
2003,Zimbabwe,ZWE,-,-,G,V,NA,P,78
2003,Zimbabwe,ZWE,-,-,G,V,AR,P,127
2003,Zimbabwe,ZWE,-,-,G,V,EO,P,229
2003,Zimbabwe,ZWE,-,-,G,V,IN,C,364
2004,Afghanistan,AFG,-,-,G,V,AR,C,576
2004,Afghanistan,AFG,-,-,G,V,FI,P,8473
2004,Afghanistan,AFG,-,-,G,V,FA,P,1007
2004,Afghanistan,AFG,-,-,G,V,AR,P,235
2004,Afghanistan,AFG,-,-,G,V,JR,P,5
2004,Afghanistan,AFG,-,-,U,V,FI,P,679
2004,Afghanistan,AFG,-,-,G,V,RA,P,215
2004,Afghanistan,AFG,-,-,G,V,NA,P,918
2004,Afghanistan,AFG,-,-,J,V,FI,P,5
2004,Afghanistan,AFG,-,-,U,V,AR,P,30
2004,Afghanistan,AFG,-,-,U,V,FA,P,2615
2004,Afghanistan,AFG,-,-,U,V,FA,C,46
2004,Afghanistan,AFG,-,-,G,V,EO,P,48
2004,Afghanistan,AFG,-,-,G,V,IN,C,24
2004,Albania,ALB,-,-,G,V,AR,C,23
2004,Albania,ALB,-,-,G,V,FI,P,2428
2004,Albania,ALB,-,-,G,V,FA,P,212
2004,Albania,ALB,-,-,G,V,AR,P,634
2004,Albania,ALB,-,-,G,V,RA,P,169
2004,Albania,ALB,-,-,G,V,NA,P,161
2004,Albania,ALB,-,-,G,V,EO,P,433
2004,Albania,ALB,-,-,G,V,IN,C,469
2004,Algeria,DZA,-,-,U,V,FI,P,30
2004,Algeria,DZA,-,-,G,V,FA,P,279
2004,Algeria,DZA,-,-,G,V,AR,P,2442
2004,Algeria,DZA,-,-,G,V,FI,P,7613
2004,Algeria,DZA,-,-,G,V,RA,P,412
2004,Algeria,DZA,-,-,G,V,NA,P,746
2004,Algeria,DZA,-,-,U,V,FA,P,5
2004,Algeria,DZA,-,-,U,V,FA,C,5
2004,Algeria,DZA,-,-,U,V,FI,C,35
2004,Algeria,DZA,-,-,G,V,EO,P,52
2004,Algeria,DZA,-,-,G,V,IN,C,15
2004,Angola,AGO,-,-,G,V,FA,P,77
2004,Angola,AGO,-,-,G,V,AR,P,1719
2004,Angola,AGO,-,-,G,V,FI,P,2970
2004,Angola,AGO,-,-,U,V,FA,C,12
2004,Angola,AGO,-,-,G,V,RA,P,351
2004,Angola,AGO,-,-,G,V,NA,P,183
2004,Angola,AGO,-,-,U,V,FA,P,24
2004,Angola,AGO,-,-,U,V,FI,P,5
2004,Angola,AGO,-,-,G,V,EO,P,13
2004,Angola,AGO,-,-,G,V,IN,C,16
2004,"Antigua and Barbuda",ATG,-,-,G,V,FI,P,13
2004,Egypt,EGY,-,-,G,V,AR,C,40
2004,Egypt,EGY,-,-,G,V,FI,P,1182
2004,Egypt,EGY,-,-,G,V,FA,P,25
2004,Egypt,EGY,-,-,G,V,AR,P,24
2004,Egypt,EGY,-,-,G,V,NA,P,56
2004,Egypt,EGY,-,-,G,V,RA,P,21
2004,Egypt,EGY,-,-,U,V,FI,P,51
2004,Egypt,EGY,-,-,U,V,FA,P,20
2004,Egypt,EGY,-,-,G,V,EO,P,171
2004,Egypt,EGY,-,-,G,V,IN,C,227
2004,Argentina,ARG,-,-,G,V,FI,P,102
2004,Argentina,ARG,-,-,G,V,EO,P,409
2004,Argentina,ARG,-,-,G,V,IN,C,35
2004,Armenia,ARM,-,-,G,V,FI,P,3666
2004,Armenia,ARM,-,-,G,V,FA,P,469
2004,Armenia,ARM,-,-,G,V,AR,P,1358
2004,Armenia,ARM,-,-,G,V,RA,P,458
2004,Armenia,ARM,-,-,G,V,NA,P,567
2004,Armenia,ARM,-,-,U,V,FI,P,10
2004,Armenia,ARM,-,-,G,V,EO,P,120
2004,Armenia,ARM,-,-,G,V,IN,C,606
2004,Australia,AUS,-,-,G,V,FI,P,10
2004,Australia,AUS,-,-,G,V,EO,P,5
2004,Austria,AUT,-,-,G,V,EO,P,10
2004,Azerbaijan,AZE,-,-,G,V,FA,P,204
2004,Azerbaijan,AZE,-,-,G,V,AR,P,537
2004,Azerbaijan,AZE,-,-,G,V,FI,P,2679
2004,Azerbaijan,AZE,-,-,G,V,RA,P,271
2004,Azerbaijan,AZE,-,-,G,V,NA,P,1363
2004,Azerbaijan,AZE,-,-,U,V,FI,P,28
2004,Azerbaijan,AZE,-,-,G,V,EO,P,10
2004,Azerbaijan,AZE,-,-,G,V,IN,C,68
2004,Bahrain,BHR,-,-,G,V,FI,P,5
2004,Bahrain,BHR,-,-,G,V,FA,P,5
2004,Barbados,BRB,-,-,G,V,FI,P,13
2004,Burundi,BDI,-,-,U,V,FI,P,507
2004,Burundi,BDI,-,-,G,V,FA,P,71
2004,Burundi,BDI,-,-,G,V,AR,P,81
2004,Burundi,BDI,-,-,G,V,FI,P,4678
2004,Burundi,BDI,-,-,U,V,FA,P,30
2004,Burundi,BDI,-,-,U,V,FI,C,5
2004,Burundi,BDI,-,-,U,V,FA,C,105
2004,Burundi,BDI,-,-,G,V,RA,P,5
2004,Burundi,BDI,-,-,G,V,NA,P,36
2004,Burundi,BDI,-,-,J,V,FI,P,5
2004,Burundi,BDI,-,-,G,V,EO,P,5
2004,Burundi,BDI,-,-,G,V,IN,C,53
2004,Burundi,BDI,-,-,G,V,FI,C,57
2004,Belgium,BEL,-,-,G,V,FI,P,5
2004,Belgium,BEL,-,-,G,V,EO,P,5
2004,Belgium,BEL,-,-,G,V,IN,C,5
2004,Benin,BEN,-,-,G,V,FA,P,5
2004,Benin,BEN,-,-,G,V,FI,P,148
2004,Benin,BEN,-,-,G,V,NA,P,51
2004,Benin,BEN,-,-,G,V,RA,P,5
2004,Benin,BEN,-,-,G,V,AR,P,5
2004,Benin,BEN,-,-,G,V,EO,P,5
2004,Benin,BEN,-,-,G,V,IN,C,5
2004,Bermuda,BMU,-,-,G,V,EO,P,5
2004,Bangladesh,BGD,-,-,G,V,FI,P,7317
2004,Bangladesh,BGD,-,-,G,V,AR,C,140
2004,Bangladesh,BGD,-,-,G,V,FA,P,733
2004,Bangladesh,BGD,-,-,G,V,AR,P,1326
2004,Bangladesh,BGD,-,-,U,V,FI,P,21
2004,Bangladesh,BGD,-,-,G,V,RA,P,225
2004,Bangladesh,BGD,-,-,G,V,NA,P,110
2004,Bangladesh,BGD,-,-,U,V,FA,P,76
2004,Bangladesh,BGD,-,-,G,V,EO,P,274
2004,Bangladesh,BGD,-,-,G,V,IN,C,54
2004,Bahamas,BHS,-,-,G,V,EO,P,10
2004,Bhutan,BTN,-,-,G,V,FI,P,88
2004,Bhutan,BTN,-,-,G,V,AR,P,17
2004,Bhutan,BTN,-,-,G,V,NA,P,5
2004,Bhutan,BTN,-,-,J,V,AR,P,390
2004,Bhutan,BTN,-,-,G,V,IN,C,5
2004,"Burkina Faso",BFA,-,-,G,V,FA,P,15
2004,"Burkina Faso",BFA,-,-,G,V,AR,P,5
2004,"Burkina Faso",BFA,-,-,G,V,FI,P,112
2004,"Burkina Faso",BFA,-,-,G,V,NA,P,37
2004,"Burkina Faso",BFA,-,-,G,V,RA,P,10
2004,"Burkina Faso",BFA,-,-,G,V,EO,P,5
2004,"Burkina Faso",BFA,-,-,G,V,IN,C,13
2004,Belarus,BLR,-,-,G,V,FA,P,284
2004,Belarus,BLR,-,-,G,V,AR,P,99
2004,Belarus,BLR,-,-,G,V,FI,P,1682
2004,Belarus,BLR,-,-,G,V,RA,P,80
