Year,Country,undesa_child_migrants_by_destination_under_15
2010,Oman,81143.0
2015,Oman,93067.0
2020,Oman,211971.0
1990,Qatar,70950.0
1995,Qatar,84087.0
2000,Qatar,49360.0
2005,Qatar,117326.0
2010,Qatar,140645.0
2015,Qatar,204107.0
2020,Qatar,275447.0
1990,Saudi Arabia,1094888.0
1995,Saudi Arabia,1046859.0
2000,Saudi Arabia,1051095.0
2005,Saudi Arabia,1256050.0
2010,Saudi Arabia,1651432.0
2015,Saudi Arabia,1937051.0
2020,Saudi Arabia,2046526.0
1990,Palestine,72382.0
1995,Palestine,61711.0
2000,Palestine,42892.0
2005,Palestine,20005.0
2010,Palestine,18118.0
2015,Palestine,30873.0
2020,Palestine,18638.0
1990,Syria,105850.0
1995,Syria,129722.0
2000,Syria,133948.0
2005,Syria,142552.0
2010,Syria,259489.0
2015,Syria,122349.0
2020,Syria,125759.0
1990,Turkey,246988.0
1995,Turkey,184781.0
2000,Turkey,103669.0
2005,Turkey,95804.0
2010,Turkey,87471.0
2015,Turkey,721857.0
2020,Turkey,1037148.0
1990,United Arab Emirates,262851.0
1995,United Arab Emirates,366969.0
2000,United Arab Emirates,416625.0
2005,United Arab Emirates,487069.0
2010,United Arab Emirates,820511.0
2015,United Arab Emirates,921625.0
2020,United Arab Emirates,1168790.0
1990,Yemen,47100.0
1995,Yemen,48919.0
2000,Yemen,42266.0
2005,Yemen,48046.0
2010,Yemen,73887.0
2015,Yemen,97034.0
2020,Yemen,105040.0
1990,Europe,4579839.0
1995,Europe,4542406.0
2000,Europe,4168118.0
2005,Europe,4112461.0
2010,Europe,4057280.0
2015,Europe,4126324.0
2020,Europe,5399123.0
1990,Eastern Europe,2272985.0
1995,Eastern Europe,1934090.0
2000,Eastern Europe,1316217.0
2005,Eastern Europe,1064251.0
2010,Eastern Europe,764844.0
2015,Eastern Europe,910667.0
2020,Eastern Europe,1305082.0
1990,Belarus,116782.0
1995,Belarus,111946.0
2000,Belarus,100945.0
2005,Belarus,60665.0
2010,Belarus,20385.0
2015,Belarus,29217.0
2020,Belarus,36527.0
1990,Bulgaria,3540.0
1995,Bulgaria,3609.0
2000,Bulgaria,3678.0
2005,Bulgaria,6310.0
2010,Bulgaria,8618.0
2015,Bulgaria,33563.0
2020,Bulgaria,61894.0
1990,Czechia,4098.0
1995,Czechia,5990.0
2000,Czechia,7935.0
2005,Czechia,16535.0
2010,Czechia,17099.0
2015,Czechia,15290.0
2020,Czechia,20523.0
1990,Hungary,39753.0
1995,Hungary,28672.0
2000,Hungary,17535.0
2005,Hungary,23577.0
2010,Hungary,29553.0
2015,Hungary,41314.0
2020,Hungary,64045.0
1990,Poland,64716.0
1995,Poland,50663.0
2000,Poland,38185.0
2005,Poland,67371.0
2010,Poland,51833.0
2015,Poland,65482.0
2020,Poland,167091.0
1990,Moldova,45547.0
1995,Moldova,26407.0
2000,Moldova,16212.0
2005,Moldova,18603.0
2010,Moldova,12481.0
2015,Moldova,10970.0
2020,Moldova,11853.0
1990,Romania,1506.0
1995,Romania,4689.0
2000,Romania,8068.0
2005,Romania,19773.0
2010,Romania,35139.0
2015,Romania,106345.0
2020,Romania,280820.0
1990,Russia,1403478.0
1995,Russia,1169643.0
2000,Russia,889926.0
2005,Russia,630951.0
2010,Russia,449499.0
2015,Russia,460214.0
2020,Russia,446992.0
1990,Slovakia,2520.0
1995,Slovakia,3215.0
2000,Slovakia,5198.0
2005,Slovakia,11647.0
2010,Slovakia,13732.0
2015,Slovakia,19239.0
2020,Slovakia,28859.0
1990,Ukraine,591045.0
1995,Ukraine,529256.0
2000,Ukraine,228535.0
2005,Ukraine,208819.0
2010,Ukraine,126505.0
2015,Ukraine,129033.0
2020,Ukraine,186478.0
1990,Northern Europe,532795.0
1995,Northern Europe,533710.0
2000,Northern Europe,605889.0
2005,Northern Europe,640801.0
2010,Northern Europe,876601.0
2015,Northern Europe,1046561.0
2020,Northern Europe,1192923.0
1990,Channel Islands,2756.0
1995,Channel Islands,2707.0
2000,Channel Islands,3082.0
2005,Channel Islands,3461.0
2010,Channel Islands,3872.0
2015,Channel Islands,3877.0
2020,Channel Islands,4743.0
1990,Denmark,31761.0
1995,Denmark,33256.0
2000,Denmark,44198.0
2005,Denmark,38769.0
2010,Denmark,39554.0
2015,Denmark,42264.0
2020,Denmark,54100.0
1990,Estonia,22771.0
1995,Estonia,13243.0
2000,Estonia,3354.0
2005,Estonia,3820.0
2010,Estonia,4295.0
2015,Estonia,2850.0
2020,Estonia,6590.0
1990,Faeroe Islands,927.0
1995,Faeroe Islands,550.0
2000,Faeroe Islands,949.0
2005,Faeroe Islands,1409.0
2010,Faeroe Islands,1519.0
2015,Faeroe Islands,1334.0
2020,Faeroe Islands,1651.0
1990,Finland,16309.0
1995,Finland,17712.0
2000,Finland,19114.0
2005,Finland,21518.0
2010,Finland,21724.0
2015,Finland,29923.0
2020,Finland,34536.0
1990,Iceland,2313.0
1995,Iceland,2369.0
2000,Iceland,2447.0
2005,Iceland,3838.0
2010,Iceland,5231.0
2015,Iceland,5069.0
2020,Iceland,6502.0
1990,Ireland,39406.0
1995,Ireland,35442.0
2000,Ireland,54906.0
2005,Ireland,76526.0
2010,Ireland,85366.0
2015,Ireland,120332.0
2020,Ireland,124660.0
1990,Isle of Man,2968.0
1995,Isle of Man,2752.0
2000,Isle of Man,2792.0
2005,Isle of Man,2967.0
2010,Isle of Man,2544.0
2015,Isle of Man,1797.0
2020,Isle of Man,1693.0
1990,Latvia,13526.0
1995,Latvia,10557.0
2000,Latvia,7700.0
2005,Latvia,7786.0
2010,Latvia,3834.0
2015,Latvia,6036.0
2020,Latvia,8889.0
1990,Lithuania,23432.0
1995,Lithuania,12087.0
2000,Lithuania,4228.0
2005,Lithuania,7779.0
2010,Lithuania,6500.0
2015,Lithuania,11276.0
2020,Lithuania,16607.0
1990,Norway,23992.0
1995,Norway,28416.0
2000,Norway,35087.0
2005,Norway,39965.0
2010,Norway,55345.0
2015,Norway,72002.0
2020,Norway,72781.0
1990,Sweden,64331.0
1995,Sweden,91948.0
2000,Sweden,75591.0
2005,Sweden,70585.0
2010,Sweden,93479.0
2015,Sweden,122564.0
2020,Sweden,175476.0
1990,United Kingdom,288303.0
1995,United Kingdom,282671.0
2000,United Kingdom,352441.0
2005,United Kingdom,362378.0
2010,United Kingdom,553338.0
2015,United Kingdom,627237.0
2020,United Kingdom,684695.0
1990,Southern Europe,594242.0
1995,Southern Europe,735718.0
2000,Southern Europe,727318.0
2005,Southern Europe,1027027.0
2010,Southern Europe,1289674.0
2015,Southern Europe,846657.0
2020,Southern Europe,873305.0
1990,Albania,10863.0
1995,Albania,17278.0
2000,Albania,24470.0
2005,Albania,25818.0
2010,Albania,25296.0
2015,Albania,22662.0
2020,Albania,20913.0
1990,Andorra,4583.0
1995,Andorra,4046.0
2000,Andorra,2089.0
2005,Andorra,2683.0
2010,Andorra,2416.0
2015,Andorra,2292.0
2020,Andorra,2114.0
1990,Bosnia and Herzegovina,5127.0
1995,Bosnia and Herzegovina,8913.0
2000,Bosnia and Herzegovina,11813.0
2005,Bosnia and Herzegovina,6919.0
2010,Bosnia and Herzegovina,5499.0
2015,Bosnia and Herzegovina,5490.0
2020,Bosnia and Herzegovina,4052.0
1990,Croatia,22882.0
1995,Croatia,53063.0
2000,Croatia,40335.0
2005,Croatia,28138.0
2010,Croatia,18607.0
2015,Croatia,9789.0
2020,Croatia,4013.0
1990,Gibraltar,1616.0
1995,Gibraltar,1756.0
2000,Gibraltar,1892.0
2005,Gibraltar,2013.0
2010,Gibraltar,2116.0
2015,Gibraltar,2327.0
2020,Gibraltar,1772.0
1990,Greece,130632.0
1995,Greece,158918.0
2000,Greece,120649.0
2005,Greece,97901.0
2010,Greece,79381.0
2015,Greece,45996.0
2020,Greece,71269.0
1990,Vatican,0.0
1995,Vatican,0.0
2000,Vatican,0.0
2005,Vatican,0.0
2010,Vatican,0.0
2015,Vatican,0.0
2020,Vatican,0.0
1990,Italy,187277.0
1995,Italy,201455.0
2000,Italy,210789.0
2005,Italy,339797.0
2010,Italy,495031.0
2015,Italy,314339.0
2020,Italy,287890.0
1990,Malta,3668.0
1995,Malta,3462.0
2000,Malta,2821.0
2005,Malta,2086.0
2010,Malta,2057.0
2015,Malta,3817.0
2020,Malta,6640.0
1990,Montenegro,0.0
1995,Montenegro,0.0
2000,Montenegro,0.0
2005,Montenegro,0.0
2010,Montenegro,5475.0
2015,Montenegro,3254.0
2020,Montenegro,3083.0
1990,North Macedonia,7197.0
1995,North Macedonia,10160.0
2000,North Macedonia,12801.0
2005,North Macedonia,14210.0
2010,North Macedonia,15419.0
2015,North Macedonia,16311.0
2020,North Macedonia,16220.0
1990,Portugal,65929.0
1995,Portugal,92992.0
2000,Portugal,65744.0
2005,Portugal,78756.0
2010,Portugal,46421.0
2015,Portugal,38512.0
2020,Portugal,47131.0
1990,San Marino,473.0
1995,San Marino,449.0
2000,San Marino,429.0
2005,San Marino,438.0
2010,San Marino,498.0
2015,San Marino,535.0
2020,San Marino,569.0
1990,Serbia,10452.0
1995,Serbia,48885.0
2000,Serbia,49551.0
2005,Serbia,31433.0
2010,Serbia,18115.0
2015,Serbia,16588.0
2020,Serbia,14949.0
1990,Slovenia,5439.0
1995,Slovenia,8087.0
2000,Slovenia,6552.0
2005,Slovenia,10922.0
2010,Slovenia,10776.0
2015,Slovenia,10524.0
2020,Slovenia,13345.0
1990,Spain,138008.0
1995,Spain,126164.0
2000,Spain,177298.0
2005,Spain,385831.0
2010,Spain,562491.0
2015,Spain,354146.0
2020,Spain,379263.0
1990,Western Europe,1179817.0
1995,Western Europe,1338888.0
2000,Western Europe,1518694.0
2005,Western Europe,1380382.0
2010,Western Europe,1126161.0
2015,Western Europe,1322439.0
2020,Western Europe,2027813.0
1990,Austria,69428.0
1995,Austria,63889.0
2000,Austria,78372.0
2005,Austria,76205.0
2010,Austria,74172.0
2015,Austria,82119.0
2020,Austria,106001.0
1990,Belgium,174223.0
1995,Belgium,139386.0
2000,Belgium,101622.0
2005,Belgium,96505.0
2010,Belgium,112621.0
2015,Belgium,134309.0
2020,Belgium,150211.0
1990,France,322774.0
1995,France,313721.0
2000,France,304595.0
2005,France,379378.0
2010,France,403101.0
2015,France,451365.0
2020,France,527671.0
1990,Germany,383364.0
1995,Germany,479715.0
2000,Germany,576072.0
2005,Germany,483821.0
2010,Germany,308384.0
2015,Germany,404835.0
2020,Germany,938534.0
1990,Liechtenstein,2366.0
1995,Liechtenstein,2889.0
2000,Liechtenstein,2034.0
2005,Liechtenstein,2890.0
2010,Liechtenstein,2409.0
2015,Liechtenstein,2732.0
2020,Liechtenstein,3673.0
1990,Luxembourg,10947.0
1995,Luxembourg,11755.0
2000,Luxembourg,12692.0
2005,Luxembourg,13329.0
2010,Luxembourg,14108.0
2015,Luxembourg,18321.0
2020,Luxembourg,20704.0
1990,Monaco,1548.0
1995,Monaco,1603.0
2000,Monaco,1637.0
2005,Monaco,1521.0
2010,Monaco,1445.0
2015,Monaco,1511.0
2020,Monaco,1448.0
1990,Netherlands,114268.0
1995,Netherlands,120334.0
2000,Netherlands,130625.0
2005,Netherlands,118772.0
2010,Netherlands,101003.0
2015,Netherlands,107888.0
2020,Netherlands,150467.0
1990,Switzerland,100899.0
1995,Switzerland,205596.0
2000,Switzerland,311045.0
2005,Switzerland,207961.0
2010,Switzerland,108918.0
2015,Switzerland,119359.0
2020,Switzerland,129104.0
1990,Latin America and the Caribbean,1138633.0
1995,Latin America and the Caribbean,936710.0
2000,Latin America and the Caribbean,968863.0
2005,Latin America and the Caribbean,992845.0
2010,Latin America and the Caribbean,1509342.0
2015,Latin America and the Caribbean,1560676.0
2020,Latin America and the Caribbean,3055552.0
1990,Caribbean,253780.0
1995,Caribbean,222753.0
2000,Caribbean,202317.0
2005,Caribbean,179267.0
2010,Caribbean,172946.0
2015,Caribbean,156481.0
2020,Caribbean,176314.0
1990,Anguilla,649.0
1995,Anguilla,753.0
2000,Anguilla,857.0
2005,Anguilla,944.0
2010,Anguilla,995.0
2015,Anguilla,1086.0
2020,Anguilla,1122.0
1990,Antigua and Barbuda,2555.0
1995,Antigua and Barbuda,3537.0
2000,Antigua and Barbuda,4472.0
2005,Antigua and Barbuda,3668.0
2010,Antigua and Barbuda,3401.0
2015,Antigua and Barbuda,2321.0
2020,Antigua and Barbuda,1572.0
1990,Aruba,2321.0
1995,Aruba,3289.0
2000,Aruba,3806.0
2005,Aruba,3023.0
2010,Aruba,2402.0
2015,Aruba,2121.0
2020,Aruba,9225.0
1990,Bahamas,2110.0
1995,Bahamas,2773.0
2000,Bahamas,3299.0
2005,Bahamas,4011.0
2010,Bahamas,6851.0
2015,Bahamas,6030.0
2020,Bahamas,5376.0
1990,Barbados,3366.0
1995,Barbados,2795.0
2000,Barbados,3882.0
2005,Barbados,2994.0
2010,Barbados,4409.0
2015,Barbados,3404.0
2020,Barbados,2356.0
1990,Bonaire Sint Eustatius and Saba,0.0
1995,Bonaire Sint Eustatius and Saba,0.0
2000,Bonaire Sint Eustatius and Saba,0.0
2005,Bonaire Sint Eustatius and Saba,0.0
2010,Bonaire Sint Eustatius and Saba,0.0
2015,Bonaire Sint Eustatius and Saba,0.0
2020,Bonaire Sint Eustatius and Saba,0.0
1990,British Virgin Islands,1258.0
1995,British Virgin Islands,1374.0
2000,British Virgin Islands,1809.0
2005,British Virgin Islands,1582.0
2010,British Virgin Islands,2746.0
2015,British Virgin Islands,2301.0
2020,British Virgin Islands,1801.0
1990,Cayman Islands,1154.0
1995,Cayman Islands,1714.0
2000,Cayman Islands,2341.0
2005,Cayman Islands,2003.0
2010,Cayman Islands,2297.0
2015,Cayman Islands,2285.0
2020,Cayman Islands,2336.0
1990,Cuba,1605.0
1995,Cuba,1380.0
2000,Cuba,1242.0
2005,Cuba,592.0
2010,Cuba,216.0
2015,Cuba,207.0
2020,Cuba,297.0
1990,Curacao,0.0
1995,Curacao,0.0
2000,Curacao,0.0
2005,Curacao,0.0
2010,Curacao,4361.0
2015,Curacao,3486.0
2020,Curacao,9433.0
1990,Dominica,1153.0
1995,Dominica,1283.0
2000,Dominica,1416.0
2005,Dominica,1644.0
2010,Dominica,2630.0
2015,Dominica,1757.0
2020,Dominica,1254.0
1990,Dominican Republic,103512.0
1995,Dominican Republic,87657.0
2000,Dominican Republic,73871.0
2005,Dominican Republic,58937.0
2010,Dominican Republic,55612.0
2015,Dominican Republic,55389.0
2020,Dominican Republic,60224.0
1990,Grenada,1918.0
1995,Grenada,1919.0
2000,Grenada,1928.0
2005,Grenada,1223.0
2010,Grenada,770.0
2015,Grenada,243.0
2020,Grenada,247.0
1990,Guadeloupe,14768.0
1995,Guadeloupe,15183.0
2000,Guadeloupe,15579.0
2005,Guadeloupe,15705.0
2010,Guadeloupe,15604.0
2015,Guadeloupe,12642.0
2020,Guadeloupe,13079.0
1990,Haiti,3343.0
1995,Haiti,3776.0
2000,Haiti,6461.0
2005,Haiti,6307.0
2010,Haiti,5144.0
2015,Haiti,4744.0
2020,Haiti,4703.0
1990,Jamaica,5059.0
1995,Jamaica,5434.0
2000,Jamaica,6845.0
2005,Jamaica,6202.0
2010,Jamaica,7979.0
2015,Jamaica,6668.0
2020,Jamaica,5563.0
1990,Martinique,11057.0
1995,Martinique,11556.0
2000,Martinique,12060.0
2005,Martinique,11171.0
2010,Martinique,10287.0
2015,Martinique,10923.0
2020,Martinique,10406.0
1990,Montserrat,342.0
1995,Montserrat,304.0
2000,Montserrat,271.0
2005,Montserrat,228.0
2010,Montserrat,203.0
2015,Montserrat,187.0
2020,Montserrat,167.0
1990,Puerto Rico,77960.0
1995,Puerto Rico,57979.0
2000,Puerto Rico,44016.0
2005,Puerto Rico,39011.0
2010,Puerto Rico,22197.0
2015,Puerto Rico,15831.0
2020,Puerto Rico,13946.0
1990,Saint Barthlemy,0.0
1995,Saint Barthlemy,0.0
2000,Saint Barthlemy,0.0
2005,Saint Barthlemy,0.0
2010,Saint Barthlemy,0.0
2015,Saint Barthlemy,0.0
2020,Saint Barthlemy,0.0
1990,Saint Kitts and Nevis,924.0
1995,Saint Kitts and Nevis,1175.0
2000,Saint Kitts and Nevis,1544.0
2005,Saint Kitts and Nevis,1686.0
2010,Saint Kitts and Nevis,1766.0
2015,Saint Kitts and Nevis,1755.0
2020,Saint Kitts and Nevis,1578.0
1990,Saint Lucia,1412.0
1995,Saint Lucia,1732.0
2000,Saint Lucia,2180.0
2005,Saint Lucia,1941.0
2010,Saint Lucia,1951.0
2015,Saint Lucia,1892.0
2020,Saint Lucia,1784.0
1990,Saint Martin (French part),0.0
1995,Saint Martin (French part),0.0
2000,Saint Martin (French part),0.0
2005,Saint Martin (French part),0.0
2010,Saint Martin (French part),0.0
2015,Saint Martin (French part),0.0
2020,Saint Martin (French part),0.0
1990,Saint Vincent and the Grenadines,1501.0
1995,Saint Vincent and the Grenadines,1518.0
2000,Saint Vincent and the Grenadines,1388.0
2005,Saint Vincent and the Grenadines,1428.0
2010,Saint Vincent and the Grenadines,1188.0
2015,Saint Vincent and the Grenadines,1189.0
2020,Saint Vincent and the Grenadines,1216.0
1990,Sint Maarten (Dutch part),0.0
1995,Sint Maarten (Dutch part),0.0
2000,Sint Maarten (Dutch part),0.0
2005,Sint Maarten (Dutch part),2022.0
2010,Sint Maarten (Dutch part),4253.0
2015,Sint Maarten (Dutch part),4112.0
2020,Sint Maarten (Dutch part),3460.0
1990,Trinidad and Tobago,4754.0
1995,Trinidad and Tobago,4202.0
2000,Trinidad and Tobago,4165.0
2005,Trinidad and Tobago,4523.0
2010,Trinidad and Tobago,7739.0
2015,Trinidad and Tobago,7567.0
2020,Trinidad and Tobago,16483.0
1990,Turks and Caicos Islands,1236.0
1995,Turks and Caicos Islands,1139.0
2000,Turks and Caicos Islands,962.0
2005,Turks and Caicos Islands,993.0
2010,Turks and Caicos Islands,1176.0
2015,Turks and Caicos Islands,1509.0
2020,Turks and Caicos Islands,1583.0
1990,United States Virgin Islands,8180.0
1995,United States Virgin Islands,8536.0
2000,United States Virgin Islands,6387.0
2005,United States Virgin Islands,5957.0
2010,United States Virgin Islands,4729.0
2015,United States Virgin Islands,4497.0
2020,United States Virgin Islands,4461.0
1990,Central America,522329.0
1995,Central America,325758.0
2000,Central America,373836.0
2005,Central America,333790.0
2010,Central America,637239.0
2015,Central America,611088.0
2020,Central America,783317.0
1990,Belize,7066.0
1995,Belize,5035.0
2000,Belize,5335.0
2005,Belize,3722.0
2010,Belize,2904.0
2015,Belize,3223.0
2020,Belize,3378.0
1990,Costa Rica,72541.0
1995,Costa Rica,63031.0
2000,Costa Rica,53629.0
2005,Costa Rica,46840.0
2010,Costa Rica,40010.0
2015,Costa Rica,25314.0
2020,Costa Rica,61630.0
1990,El Salvador,19678.0
1995,El Salvador,11184.0
2000,El Salvador,6264.0
2005,El Salvador,7025.0
2010,El Salvador,5442.0
2015,El Salvador,4647.0
2020,El Salvador,5531.0
1990,Guatemala,49489.0
1995,Guatemala,29135.0
2000,Guatemala,8774.0
2005,Guatemala,10060.0
2010,Guatemala,9926.0
2015,Guatemala,10071.0
2020,Guatemala,10303.0
1990,Honduras,53824.0
1995,Honduras,29961.0
2000,Honduras,5622.0
2005,Honduras,4043.0
2010,Honduras,6525.0
2015,Honduras,10976.0
2020,Honduras,11108.0
1990,Mexico,294229.0
1995,Mexico,165980.0
2000,Mexico,273607.0
2005,Mexico,239672.0
2010,Mexico,549603.0
2015,Mexico,535656.0
2020,Mexico,619460.0
1990,Nicaragua,18174.0
1995,Nicaragua,13729.0
2000,Nicaragua,12000.0
2005,Nicaragua,12242.0
2010,Nicaragua,9062.0
2015,Nicaragua,7908.0
2020,Nicaragua,7788.0
1990,Panama,7328.0
1995,Panama,7703.0
2000,Panama,8605.0
2005,Panama,10186.0
2010,Panama,13767.0
2015,Panama,13293.0
2020,Panama,64119.0
1990,South America,362524.0
1995,South America,388199.0
2000,South America,392710.0
2005,South America,479788.0
2010,South America,699157.0
2015,South America,793107.0
2020,South America,2095921.0
1990,Argentina,78020.0
1995,Argentina,90946.0
2000,Argentina,76013.0
2005,Argentina,108852.0
2010,Argentina,140312.0
2015,Argentina,198370.0
2020,Argentina,267849.0
1990,Bolivia,19275.0
1995,Bolivia,22225.0
2000,Bolivia,27457.0
2005,Bolivia,34591.0
2010,Bolivia,41605.0
2015,Bolivia,48275.0
2020,Bolivia,53089.0
1990,Brazil,26595.0
1995,Brazil,29543.0
2000,Brazil,32493.0
2005,Brazil,43601.0
2010,Brazil,54715.0
2015,Brazil,76794.0
2020,Brazil,205124.0
1990,Chile,30634.0
1995,Chile,37511.0
2000,Chile,31836.0
2005,Chile,35359.0
2010,Chile,57616.0
2015,Chile,66288.0
2020,Chile,164957.0
1990,Colombia,46529.0
1995,Colombia,43544.0
2000,Colombia,40564.0
2005,Colombia,32495.0
2010,Colombia,40032.0
2015,Colombia,49334.0
2020,Colombia,592133.0
1990,Ecuador,15534.0
1995,Ecuador,26210.0
2000,Ecuador,38293.0
2005,Ecuador,60292.0
2010,Ecuador,126881.0
2015,Ecuador,121231.0
2020,Ecuador,262443.0
1990,Falkland Islands,132.0
1995,Falkland Islands,139.0
2000,Falkland Islands,175.0
2005,Falkland Islands,201.0
2010,Falkland Islands,258.0
2015,Falkland Islands,288.0
2020,Falkland Islands,356.0
1990,French Guiana,12550.0
1995,French Guiana,12022.0
2000,French Guiana,11767.0
2005,French Guiana,13438.0
2010,French Guiana,12416.0
2015,French Guiana,7958.0
2020,French Guiana,8608.0
1990,Guyana,1509.0
1995,Guyana,1838.0
2000,Guyana,2161.0
2005,Guyana,1734.0
2010,Guyana,782.0
2015,Guyana,620.0
2020,Guyana,3223.0
1990,Paraguay,47156.0
1995,Paraguay,38776.0
2000,Paraguay,30668.0
2005,Paraguay,26110.0
2010,Paraguay,22111.0
2015,Paraguay,21075.0
2020,Paraguay,21218.0
1990,Peru,10428.0
1995,Peru,10745.0
2000,Peru,11431.0
2005,Peru,20383.0
2010,Peru,18891.0
2015,Peru,19082.0
2020,Peru,354915.0
1990,Suriname,4180.0
1995,Suriname,5473.0
2000,Suriname,6648.0
2005,Suriname,7781.0
2010,Suriname,9109.0
2015,Suriname,9710.0
2020,Suriname,10676.0
1990,Uruguay,9564.0
1995,Uruguay,9106.0
2000,Uruguay,10133.0
2005,Uruguay,9869.0
2010,Uruguay,11835.0
2015,Uruguay,13222.0
2020,Uruguay,25023.0
1990,Venezuela,60418.0
1995,Venezuela,60121.0
2000,Venezuela,73071.0
2005,Venezuela,85082.0
2010,Venezuela,162594.0
2015,Venezuela,160860.0
2020,Venezuela,126307.0
1990,Northern America,2011036.0
1995,Northern America,2251749.0
2000,Northern America,2913124.0
2005,Northern America,3429061.0
2010,Northern America,3445886.0
2015,Northern America,2530976.0
2020,Northern America,2759982.0
1990,Bermuda,1392.0
1995,Bermuda,1350.0
2000,Bermuda,1478.0
2005,Bermuda,1263.0
2010,Bermuda,1304.0
2015,Bermuda,1388.0
2020,Bermuda,1392.0
1990,Canada,248318.0
1995,Canada,284278.0
2000,Canada,336181.0
2005,Canada,339672.0
2010,Canada,412124.0
2015,Canada,370092.0
2020,Canada,489187.0
1990,Greenland,1356.0
1995,Greenland,888.0
2000,Greenland,672.0
2005,Greenland,665.0
2010,Greenland,631.0
2015,Greenland,642.0
2020,Greenland,604.0
1990,Saint Pierre and Miquelon,255.0
1995,Saint Pierre and Miquelon,284.0
2000,Saint Pierre and Miquelon,306.0
2005,Saint Pierre and Miquelon,226.0
2010,Saint Pierre and Miquelon,183.0
2015,Saint Pierre and Miquelon,166.0
2020,Saint Pierre and Miquelon,161.0
1990,United States,1759715.0
1995,United States,1964949.0
2000,United States,2574487.0
2005,United States,3087235.0
2010,United States,3031644.0
2015,United States,2158688.0
2020,United States,2268638.0
1990,Oceania,352853.0
1995,Oceania,342306.0
2000,Oceania,343727.0
2005,Oceania,394170.0
2010,Oceania,461126.0
2015,Oceania,536654.0
2020,Oceania,537133.0
1990,Australia and New Zealand,304775.0
1995,Australia and New Zealand,293920.0
2000,Australia and New Zealand,296049.0
2005,Australia and New Zealand,346172.0
2010,Australia and New Zealand,416371.0
2015,Australia and New Zealand,495141.0
2020,Australia and New Zealand,501188.0
1990,Australia,255529.0
1995,Australia,229930.0
2000,Australia,223570.0
2005,Australia,254950.0
2010,Australia,348340.0
2015,Australia,403467.0
2020,Australia,402529.0
1990,New Zealand,49246.0
1995,New Zealand,63990.0
2000,New Zealand,72479.0
2005,New Zealand,91222.0
2010,New Zealand,68031.0
2015,New Zealand,91674.0
2020,New Zealand,98659.0
1990,Melanesia,16907.0
1995,Melanesia,16994.0
2000,Melanesia,15566.0
2005,Melanesia,16304.0
2010,Melanesia,17162.0
2015,Melanesia,19060.0
2020,Melanesia,17245.0
1990,Fiji,2476.0
1995,Fiji,2338.0
2000,Fiji,2217.0
2005,Fiji,2167.0
2010,Fiji,2330.0
2015,Fiji,2322.0
2020,Fiji,2417.0
1990,New Caledonia,4940.0
1995,New Caledonia,5389.0
2000,New Caledonia,5842.0
2005,New Caledonia,5970.0
2010,New Caledonia,6101.0
2015,New Caledonia,6626.0
2020,New Caledonia,5248.0
1990,Papua New Guinea,8367.0
1995,Papua New Guinea,8097.0
2000,Papua New Guinea,6349.0
2005,Papua New Guinea,7067.0
2010,Papua New Guinea,7671.0
2015,Papua New Guinea,9027.0
2020,Papua New Guinea,8495.0
1990,Solomon Islands,614.0
1995,Solomon Islands,627.0
2000,Solomon Islands,618.0
2005,Solomon Islands,531.0
2010,Solomon Islands,457.0
2015,Solomon Islands,429.0
2020,Solomon Islands,417.0
1990,Vanuatu,510.0
1995,Vanuatu,543.0
2000,Vanuatu,540.0
2005,Vanuatu,569.0
2010,Vanuatu,603.0
2015,Vanuatu,656.0
2020,Vanuatu,668.0
1990,Micronesia (country),16951.0
1995,Micronesia (country),17435.0
2000,Micronesia (country),18211.0
2005,Micronesia (country),18188.0
2010,Micronesia (country),15102.0
2015,Micronesia (country),12266.0
2020,Micronesia (country),10702.0
1990,Guam,12078.0
1995,Guam,11418.0
2000,Guam,10735.0
2005,Guam,10832.0
2010,Guam,10929.0
2015,Guam,8330.0
2020,Guam,6590.0
1990,Kiribati,721.0
1995,Kiribati,711.0
2000,Kiribati,700.0
2005,Kiribati,761.0
2010,Kiribati,876.0
2015,Kiribati,681.0
2020,Kiribati,636.0
1990,Marshall Islands,201.0
1995,Marshall Islands,285.0
2000,Marshall Islands,398.0
2005,Marshall Islands,493.0
2010,Marshall Islands,607.0
2015,Marshall Islands,665.0
2020,Marshall Islands,691.0
1990,Micronesia (region),696.0
1995,Micronesia (region),618.0
2000,Micronesia (region),577.0
2005,Micronesia (region),538.0
2010,Micronesia (region),515.0
2015,Micronesia (region),498.0
2020,Micronesia (region),457.0
1990,Nauru,502.0
1995,Nauru,470.0
2000,Nauru,444.0
2005,Nauru,405.0
2010,Nauru,164.0
2015,Nauru,292.0
2020,Nauru,363.0
1990,Northern Mariana Islands,2327.0
1995,Northern Mariana Islands,3233.0
2000,Northern Mariana Islands,4537.0
2005,Northern Mariana Islands,4441.0
2010,Northern Mariana Islands,1639.0
2015,Northern Mariana Islands,1465.0
2020,Northern Mariana Islands,1667.0
1990,Palau,426.0
1995,Palau,700.0
2000,Palau,820.0
2005,Palau,718.0
2010,Palau,372.0
2015,Palau,335.0
2020,Palau,298.0
1990,Polynesia,14220.0
1995,Polynesia,13957.0
2000,Polynesia,13901.0
2005,Polynesia,13506.0
2010,Polynesia,12491.0
2015,Polynesia,10187.0
2020,Polynesia,7998.0
1990,American Samoa,4220.0
1995,American Samoa,3848.0
2000,American Samoa,3477.0
2005,American Samoa,3284.0
2010,American Samoa,3093.0
