Year,Country,undesa_child_migrants_by_destination_under_20
1995,Oman,69163.0
2000,Oman,89489.0
2005,Oman,89784.0
2010,Oman,94818.0
2015,Oman,111599.0
2020,Oman,335254.0
1990,Qatar,83940.0
1995,Qatar,101938.0
2000,Qatar,61654.0
2005,Qatar,146547.0
2010,Qatar,179270.0
2015,Qatar,273472.0
2020,Qatar,365984.0
1990,Saudi Arabia,1268316.0
1995,Saudi Arabia,1262216.0
2000,Saudi Arabia,1276155.0
2005,Saudi Arabia,1565234.0
2010,Saudi Arabia,2016461.0
2015,Saudi Arabia,2412787.0
2020,Saudi Arabia,2569986.0
1990,Palestine,104323.0
1995,Palestine,93785.0
2000,Palestine,69341.0
2005,Palestine,42567.0
2010,Palestine,40397.0
2015,Palestine,66625.0
2020,Palestine,38575.0
1990,Syria,126101.0
1995,Syria,155799.0
2000,Syria,163696.0
2005,Syria,177890.0
2010,Syria,329040.0
2015,Syria,155673.0
2020,Syria,168285.0
1990,Turkey,396230.0
1995,Turkey,287554.0
2000,Turkey,145944.0
2005,Turkey,139765.0
2010,Turkey,133357.0
2015,Turkey,926680.0
2020,Turkey,1404419.0
1990,United Arab Emirates,316774.0
1995,United Arab Emirates,442251.0
2000,United Arab Emirates,513947.0
2005,United Arab Emirates,611290.0
2010,United Arab Emirates,1077291.0
2015,United Arab Emirates,1154564.0
2020,United Arab Emirates,1506231.0
1990,Yemen,58594.0
1995,Yemen,59874.0
2000,Yemen,55253.0
2005,Yemen,60007.0
2010,Yemen,91472.0
2015,Yemen,118555.0
2020,Yemen,124240.0
1990,Europe,7537260.0
1995,Europe,7520700.0
2000,Europe,7141988.0
2005,Europe,7220131.0
2010,Europe,6961361.0
2015,Europe,6829370.0
2020,Europe,8322705.0
1990,Eastern Europe,3628701.0
1995,Eastern Europe,3217952.0
2000,Eastern Europe,2517015.0
2005,Eastern Europe,2096482.0
2010,Eastern Europe,1505162.0
2015,Eastern Europe,1540526.0
2020,Eastern Europe,1866540.0
1990,Belarus,198290.0
1995,Belarus,178635.0
2000,Belarus,153537.0
2005,Belarus,104167.0
2010,Belarus,54798.0
2015,Belarus,47263.0
2020,Belarus,52037.0
1990,Bulgaria,5110.0
1995,Bulgaria,5699.0
2000,Bulgaria,6288.0
2005,Bulgaria,9331.0
2010,Bulgaria,11894.0
2015,Bulgaria,36696.0
2020,Bulgaria,68315.0
1990,Czechia,6497.0
1995,Czechia,9799.0
2000,Czechia,13083.0
2005,Czechia,27056.0
2010,Czechia,31991.0
2015,Czechia,28270.0
2020,Czechia,37501.0
1990,Hungary,61116.0
1995,Hungary,45464.0
2000,Hungary,29737.0
2005,Hungary,37780.0
2010,Hungary,45788.0
2015,Hungary,57225.0
2020,Hungary,84828.0
1990,Poland,89102.0
1995,Poland,68044.0
2000,Poland,49100.0
2005,Poland,80996.0
2010,Poland,66468.0
2015,Poland,77783.0
2020,Poland,182413.0
1990,Moldova,69331.0
1995,Moldova,36323.0
2000,Moldova,23784.0
2005,Moldova,22328.0
2010,Moldova,14650.0
2015,Moldova,14415.0
2020,Moldova,15739.0
1990,Romania,2040.0
1995,Romania,8094.0
2000,Romania,14511.0
2005,Romania,25197.0
2010,Romania,40228.0
2015,Romania,117228.0
2020,Romania,316301.0
1990,Russia,2232283.0
1995,Russia,2000013.0
2000,Russia,1692520.0
2005,Russia,1294971.0
2010,Russia,948465.0
2015,Russia,859701.0
2020,Russia,734779.0
1990,Slovakia,4139.0
1995,Slovakia,5531.0
2000,Slovakia,9101.0
2005,Slovakia,14623.0
2010,Slovakia,16296.0
2015,Slovakia,21872.0
2020,Slovakia,32849.0
1990,Ukraine,960793.0
1995,Ukraine,860350.0
2000,Ukraine,525354.0
2005,Ukraine,480033.0
2010,Ukraine,274584.0
2015,Ukraine,280073.0
2020,Ukraine,341778.0
1990,Northern Europe,840484.0
1995,Northern Europe,866973.0
2000,Northern Europe,967461.0
2005,Northern Europe,1081947.0
2010,Northern Europe,1365879.0
2015,Northern Europe,1604315.0
2020,Northern Europe,1848511.0
1990,Channel Islands,4538.0
1995,Channel Islands,4457.0
2000,Channel Islands,5166.0
2005,Channel Islands,6233.0
2010,Channel Islands,7352.0
2015,Channel Islands,7264.0
2020,Channel Islands,7238.0
1990,Denmark,47917.0
1995,Denmark,51199.0
2000,Denmark,68287.0
2005,Denmark,63110.0
2010,Denmark,66013.0
2015,Denmark,67823.0
2020,Denmark,81354.0
1990,Estonia,37059.0
1995,Estonia,22490.0
2000,Estonia,7394.0
2005,Estonia,6651.0
2010,Estonia,5908.0
2015,Estonia,3971.0
2020,Estonia,8428.0
1990,Faeroe Islands,1385.0
1995,Faeroe Islands,842.0
2000,Faeroe Islands,1178.0
2005,Faeroe Islands,1698.0
2010,Faeroe Islands,1933.0
2015,Faeroe Islands,2032.0
2020,Faeroe Islands,2261.0
1990,Finland,23392.0
1995,Finland,27423.0
2000,Finland,31452.0
2005,Finland,34755.0
2010,Finland,34508.0
2015,Finland,43954.0
2020,Finland,53224.0
1990,Iceland,3273.0
1995,Iceland,3378.0
2000,Iceland,3515.0
2005,Iceland,5471.0
2010,Iceland,7429.0
2015,Iceland,7547.0
2020,Iceland,9578.0
1990,Ireland,67216.0
1995,Ireland,49285.0
2000,Ireland,71622.0
2005,Ireland,109117.0
2010,Ireland,127917.0
2015,Ireland,161564.0
2020,Ireland,173752.0
1990,Isle of Man,4705.0
1995,Isle of Man,4206.0
2000,Isle of Man,4391.0
2005,Isle of Man,4667.0
2010,Isle of Man,4292.0
2015,Isle of Man,3175.0
2020,Isle of Man,2860.0
1990,Latvia,27302.0
1995,Latvia,20806.0
2000,Latvia,14616.0
2005,Latvia,12018.0
2010,Latvia,5798.0
2015,Latvia,7057.0
2020,Latvia,10180.0
1990,Lithuania,33438.0
1995,Lithuania,18108.0
2000,Lithuania,8775.0
2005,Lithuania,10290.0
2010,Lithuania,8221.0
2015,Lithuania,12198.0
2020,Lithuania,18006.0
1990,Norway,34684.0
1995,Norway,42386.0
2000,Norway,53439.0
2005,Norway,60419.0
2010,Norway,83276.0
2015,Norway,107660.0
2020,Norway,114926.0
1990,Sweden,109348.0
1995,Sweden,136525.0
2000,Sweden,128991.0
2005,Sweden,125755.0
2010,Sweden,151122.0
2015,Sweden,196009.0
2020,Sweden,282033.0
1990,United Kingdom,446227.0
1995,United Kingdom,485868.0
2000,United Kingdom,568635.0
2005,United Kingdom,641763.0
2010,United Kingdom,862110.0
2015,United Kingdom,984061.0
2020,United Kingdom,1084671.0
1990,Southern Europe,1006428.0
1995,Southern Europe,1154017.0
2000,Southern Europe,1133890.0
2005,Southern Europe,1671888.0
2010,Southern Europe,2163411.0
2015,Southern Europe,1584267.0
2020,Southern Europe,1571314.0
1990,Albania,15681.0
1995,Albania,23067.0
2000,Albania,31311.0
2005,Albania,31628.0
2010,Albania,30062.0
2015,Albania,27946.0
2020,Albania,25682.0
1990,Andorra,6510.0
1995,Andorra,6605.0
2000,Andorra,3471.0
2005,Andorra,4169.0
2010,Andorra,3687.0
2015,Andorra,3389.0
2020,Andorra,3371.0
1990,Bosnia and Herzegovina,7318.0
1995,Bosnia and Herzegovina,11924.0
2000,Bosnia and Herzegovina,16259.0
2005,Bosnia and Herzegovina,9144.0
2010,Bosnia and Herzegovina,7357.0
2015,Bosnia and Herzegovina,7300.0
2020,Bosnia and Herzegovina,5487.0
1990,Croatia,39798.0
1995,Croatia,82908.0
2000,Croatia,66676.0
2005,Croatia,55555.0
2010,Croatia,37338.0
2015,Croatia,22946.0
2020,Croatia,9694.0
1990,Gibraltar,2136.0
1995,Gibraltar,2222.0
2000,Gibraltar,2304.0
2005,Gibraltar,2487.0
2010,Gibraltar,2651.0
2015,Gibraltar,2907.0
2020,Gibraltar,2476.0
1990,Greece,182429.0
1995,Greece,225837.0
2000,Greece,199114.0
2005,Greece,171845.0
2010,Greece,151997.0
2015,Greece,93138.0
2020,Greece,120831.0
1990,Vatican,0.0
1995,Vatican,0.0
2000,Vatican,0.0
2005,Vatican,0.0
2010,Vatican,0.0
2015,Vatican,0.0
2020,Vatican,0.0
1990,Italy,324018.0
1995,Italy,327409.0
2000,Italy,319358.0
2005,Italy,560150.0
2010,Italy,860707.0
2015,Italy,593372.0
2020,Italy,538984.0
1990,Malta,5407.0
1995,Malta,5289.0
2000,Malta,4558.0
2005,Malta,3675.0
2010,Malta,3469.0
2015,Malta,5772.0
2020,Malta,9434.0
1990,Montenegro,0.0
1995,Montenegro,0.0
2000,Montenegro,0.0
2005,Montenegro,0.0
2010,Montenegro,9141.0
2015,Montenegro,5859.0
2020,Montenegro,4898.0
1990,North Macedonia,10190.0
1995,North Macedonia,11107.0
2000,North Macedonia,14922.0
2005,North Macedonia,16865.0
2010,North Macedonia,18679.0
2015,North Macedonia,20217.0
2020,North Macedonia,20672.0
1990,Portugal,155751.0
1995,Portugal,159724.0
2000,Portugal,109398.0
2005,Portugal,134234.0
2010,Portugal,85147.0
2015,Portugal,80139.0
2020,Portugal,80266.0
1990,San Marino,628.0
1995,San Marino,599.0
2000,San Marino,575.0
2005,San Marino,646.0
2010,San Marino,799.0
2015,San Marino,834.0
2020,San Marino,888.0
1990,Serbia,15461.0
1995,Serbia,86575.0
2000,Serbia,91086.0
2005,Serbia,59642.0
2010,Serbia,37019.0
2015,Serbia,30578.0
2020,Serbia,22495.0
1990,Slovenia,9692.0
1995,Slovenia,14385.0
2000,Slovenia,11675.0
2005,Slovenia,17762.0
2010,Slovenia,15873.0
2015,Slovenia,16318.0
2020,Slovenia,20884.0
1990,Spain,231265.0
1995,Spain,196230.0
2000,Spain,263054.0
2005,Spain,603960.0
2010,Spain,899370.0
2015,Spain,673442.0
2020,Spain,705134.0
1990,Western Europe,2061647.0
1995,Western Europe,2281758.0
2000,Western Europe,2523622.0
2005,Western Europe,2369814.0
2010,Western Europe,1926909.0
2015,Western Europe,2100262.0
2020,Western Europe,3036340.0
1990,Austria,111037.0
1995,Austria,108223.0
2000,Austria,125298.0
2005,Austria,123738.0
2010,Austria,122008.0
2015,Austria,134182.0
2020,Austria,168623.0
1990,Belgium,276884.0
1995,Belgium,222920.0
2000,Belgium,164276.0
2005,Belgium,152455.0
2010,Belgium,174177.0
2015,Belgium,207264.0
2020,Belgium,232770.0
1990,France,557862.0
1995,France,528630.0
2000,France,499218.0
2005,France,604400.0
2010,France,629878.0
2015,France,716151.0
2020,France,834970.0
1990,Germany,738892.0
1995,Germany,913461.0
2000,Germany,1088038.0
2005,Germany,977591.0
2010,Germany,630114.0
2015,Germany,647746.0
2020,Germany,1323893.0
1990,Liechtenstein,3125.0
1995,Liechtenstein,3816.0
2000,Liechtenstein,2772.0
2005,Liechtenstein,3891.0
2010,Liechtenstein,3305.0
2015,Liechtenstein,3579.0
2020,Liechtenstein,4539.0
1990,Luxembourg,16184.0
1995,Luxembourg,17258.0
2000,Luxembourg,18521.0
2005,Luxembourg,19760.0
2010,Luxembourg,21213.0
2015,Luxembourg,27227.0
2020,Luxembourg,30945.0
1990,Monaco,2183.0
1995,Monaco,2207.0
2000,Monaco,2238.0
2005,Monaco,2126.0
2010,Monaco,2027.0
2015,Monaco,2112.0
2020,Monaco,2161.0
1990,Netherlands,199291.0
1995,Netherlands,204128.0
2000,Netherlands,216192.0
2005,Netherlands,198057.0
2010,Netherlands,170071.0
2015,Netherlands,174332.0
2020,Netherlands,233939.0
1990,Switzerland,156189.0
1995,Switzerland,281115.0
2000,Switzerland,407069.0
2005,Switzerland,287796.0
2010,Switzerland,174116.0
2015,Switzerland,187669.0
2020,Switzerland,204500.0
1990,Latin America and the Caribbean,1590078.0
1995,Latin America and the Caribbean,1351415.0
2000,Latin America and the Caribbean,1329009.0
2005,Latin America and the Caribbean,1429555.0
2010,Latin America and the Caribbean,2008293.0
2015,Latin America and the Caribbean,2134973.0
2020,Latin America and the Caribbean,3986903.0
1990,Caribbean,352460.0
1995,Caribbean,315519.0
2000,Caribbean,293334.0
2005,Caribbean,266664.0
2010,Caribbean,258412.0
2015,Caribbean,253404.0
2020,Caribbean,257207.0
1990,Anguilla,854.0
1995,Anguilla,988.0
2000,Anguilla,1122.0
2005,Anguilla,1235.0
2010,Anguilla,1301.0
2015,Anguilla,1404.0
2020,Anguilla,1476.0
1990,Antigua and Barbuda,3385.0
1995,Antigua and Barbuda,4706.0
2000,Antigua and Barbuda,6298.0
2005,Antigua and Barbuda,5462.0
2010,Antigua and Barbuda,5326.0
2015,Antigua and Barbuda,4054.0
2020,Antigua and Barbuda,3020.0
1990,Aruba,3069.0
1995,Aruba,4570.0
2000,Aruba,5647.0
2005,Aruba,5045.0
2010,Aruba,4335.0
2015,Aruba,3537.0
2020,Aruba,11866.0
1990,Bahamas,3299.0
1995,Bahamas,3698.0
2000,Bahamas,4405.0
2005,Bahamas,5810.0
2010,Bahamas,8969.0
2015,Bahamas,8831.0
2020,Bahamas,8187.0
1990,Barbados,5411.0
1995,Barbados,4603.0
2000,Barbados,5679.0
2005,Barbados,5035.0
2010,Barbados,6018.0
2015,Barbados,5459.0
2020,Barbados,4243.0
1990,Bonaire Sint Eustatius and Saba,0.0
1995,Bonaire Sint Eustatius and Saba,0.0
2000,Bonaire Sint Eustatius and Saba,0.0
2005,Bonaire Sint Eustatius and Saba,0.0
2010,Bonaire Sint Eustatius and Saba,0.0
2015,Bonaire Sint Eustatius and Saba,0.0
2020,Bonaire Sint Eustatius and Saba,0.0
1990,British Virgin Islands,1688.0
1995,British Virgin Islands,1943.0
2000,British Virgin Islands,2426.0
2005,British Virgin Islands,2379.0
2010,British Virgin Islands,3539.0
2015,British Virgin Islands,3644.0
2020,British Virgin Islands,3317.0
1990,Cayman Islands,1720.0
1995,Cayman Islands,2194.0
2000,Cayman Islands,3614.0
2005,Cayman Islands,3154.0
2010,Cayman Islands,2637.0
2015,Cayman Islands,3163.0
2020,Cayman Islands,3482.0
1990,Cuba,2090.0
1995,Cuba,2052.0
2000,Cuba,2203.0
2005,Cuba,1046.0
2010,Cuba,349.0
2015,Cuba,341.0
2020,Cuba,394.0
1990,Curacao,0.0
1995,Curacao,0.0
2000,Curacao,0.0
2005,Curacao,0.0
2010,Curacao,6423.0
2015,Curacao,6246.0
2020,Curacao,14025.0
1990,Dominica,1305.0
1995,Dominica,1558.0
2000,Dominica,1812.0
2005,Dominica,2140.0
2010,Dominica,3469.0
2015,Dominica,2719.0
2020,Dominica,2013.0
1990,Dominican Republic,131731.0
1995,Dominican Republic,117746.0
2000,Dominican Republic,104824.0
2005,Dominican Republic,87140.0
2010,Dominican Republic,91058.0
2015,Dominican Republic,101836.0
2020,Dominican Republic,87403.0
1990,Grenada,2158.0
1995,Grenada,2529.0
2000,Grenada,2905.0
2005,Grenada,2088.0
2010,Grenada,1376.0
2015,Grenada,940.0
2020,Grenada,526.0
1990,Guadeloupe,20777.0
1995,Guadeloupe,21922.0
2000,Guadeloupe,23037.0
2005,Guadeloupe,23102.0
2010,Guadeloupe,22833.0
2015,Guadeloupe,19469.0
2020,Guadeloupe,19470.0
1990,Haiti,3996.0
1995,Haiti,4461.0
2000,Haiti,8679.0
2005,Haiti,8612.0
2010,Haiti,6806.0
2015,Haiti,6083.0
2020,Haiti,5877.0
1990,Jamaica,6442.0
1995,Jamaica,6953.0
2000,Jamaica,8228.0
2005,Jamaica,8079.0
2010,Jamaica,9440.0
2015,Jamaica,8575.0
2020,Jamaica,7775.0
1990,Martinique,15049.0
1995,Martinique,16642.0
2000,Martinique,18242.0
2005,Martinique,17050.0
2010,Martinique,15864.0
2015,Martinique,17026.0
2020,Martinique,16227.0
1990,Montserrat,472.0
1995,Montserrat,404.0
2000,Montserrat,343.0
2005,Montserrat,303.0
2010,Montserrat,266.0
2015,Montserrat,245.0
2020,Montserrat,216.0
1990,Puerto Rico,121383.0
1995,Puerto Rico,90108.0
2000,Puerto Rico,68233.0
2005,Puerto Rico,60422.0
2010,Puerto Rico,34188.0
2015,Puerto Rico,24293.0
2020,Puerto Rico,21401.0
1990,Saint Barthlemy,0.0
1995,Saint Barthlemy,0.0
2000,Saint Barthlemy,0.0
2005,Saint Barthlemy,0.0
2010,Saint Barthlemy,0.0
2015,Saint Barthlemy,0.0
2020,Saint Barthlemy,0.0
1990,Saint Kitts and Nevis,1142.0
1995,Saint Kitts and Nevis,1507.0
2000,Saint Kitts and Nevis,1970.0
2005,Saint Kitts and Nevis,2207.0
2010,Saint Kitts and Nevis,2339.0
2015,Saint Kitts and Nevis,2337.0
2020,Saint Kitts and Nevis,2149.0
1990,Saint Lucia,1846.0
1995,Saint Lucia,2271.0
2000,Saint Lucia,3017.0
2005,Saint Lucia,2656.0
2010,Saint Lucia,2463.0
2015,Saint Lucia,2394.0
2020,Saint Lucia,2267.0
1990,Saint Martin (French part),0.0
1995,Saint Martin (French part),0.0
2000,Saint Martin (French part),0.0
2005,Saint Martin (French part),0.0
2010,Saint Martin (French part),0.0
2015,Saint Martin (French part),0.0
2020,Saint Martin (French part),0.0
1990,Saint Vincent and the Grenadines,1797.0
1995,Saint Vincent and the Grenadines,1860.0
2000,Saint Vincent and the Grenadines,1762.0
2005,Saint Vincent and the Grenadines,1730.0
2010,Saint Vincent and the Grenadines,1433.0
2015,Saint Vincent and the Grenadines,1474.0
2020,Saint Vincent and the Grenadines,1519.0
1990,Sint Maarten (Dutch part),0.0
1995,Sint Maarten (Dutch part),0.0
2000,Sint Maarten (Dutch part),0.0
2005,Sint Maarten (Dutch part),3007.0
2010,Sint Maarten (Dutch part),6324.0
2015,Sint Maarten (Dutch part),6252.0
2020,Sint Maarten (Dutch part),5335.0
1990,Trinidad and Tobago,6564.0
1995,Trinidad and Tobago,5741.0
2000,Trinidad and Tobago,5623.0
2005,Trinidad and Tobago,6109.0
2010,Trinidad and Tobago,9965.0
2015,Trinidad and Tobago,10325.0
2020,Trinidad and Tobago,21614.0
1990,Turks and Caicos Islands,1580.0
1995,Turks and Caicos Islands,1660.0
2000,Turks and Caicos Islands,1601.0
2005,Turks and Caicos Islands,1836.0
2010,Turks and Caicos Islands,1813.0
2015,Turks and Caicos Islands,2405.0
2020,Turks and Caicos Islands,2517.0
1990,United States Virgin Islands,12240.0
1995,United States Virgin Islands,12773.0
2000,United States Virgin Islands,9333.0
2005,United States Virgin Islands,8744.0
2010,United States Virgin Islands,6791.0
2015,United States Virgin Islands,6936.0
2020,United States Virgin Islands,7079.0
1990,Central America,697436.0
1995,Central America,456989.0
2000,Central America,462882.0
2005,Central America,452598.0
2010,Central America,781843.0
2015,Central America,751240.0
2020,Central America,951919.0
1990,Belize,10357.0
1995,Belize,8451.0
2000,Belize,8947.0
2005,Belize,7290.0
2010,Belize,5630.0
2015,Belize,5700.0
2020,Belize,5883.0
1990,Costa Rica,114252.0
1995,Costa Rica,99432.0
2000,Costa Rica,84713.0
2005,Costa Rica,79195.0
2010,Costa Rica,73623.0
2015,Costa Rica,49814.0
2020,Costa Rica,89271.0
1990,El Salvador,22446.0
1995,El Salvador,14799.0
2000,El Salvador,9879.0
2005,El Salvador,11131.0
2010,El Salvador,9197.0
2015,El Salvador,7454.0
2020,El Salvador,7060.0
1990,Guatemala,73729.0
1995,Guatemala,42932.0
2000,Guatemala,12100.0
2005,Guatemala,14102.0
2010,Guatemala,13818.0
2015,Guatemala,13964.0
2020,Guatemala,14245.0
1990,Honduras,86926.0
1995,Honduras,47975.0
2000,Honduras,8300.0
2005,Honduras,6371.0
2010,Honduras,8270.0
2015,Honduras,13449.0
2020,Honduras,13854.0
1990,Mexico,357804.0
1995,Mexico,216395.0
2000,Mexico,310630.0
2005,Mexico,299656.0
2010,Mexico,636565.0
2015,Mexico,626065.0
2020,Mexico,726881.0
1990,Nicaragua,20751.0
1995,Nicaragua,15238.0
2000,Nicaragua,15145.0
2005,Nicaragua,19028.0
2010,Nicaragua,13121.0
2015,Nicaragua,11780.0
2020,Nicaragua,10400.0
1990,Panama,11171.0
1995,Panama,11767.0
2000,Panama,13168.0
2005,Panama,15825.0
2010,Panama,21619.0
2015,Panama,23014.0
2020,Panama,84325.0
1990,South America,540182.0
1995,South America,578907.0
2000,South America,572793.0
2005,South America,710293.0
2010,South America,968038.0
2015,South America,1130329.0
2020,South America,2777777.0
1990,Argentina,129468.0
1995,Argentina,153549.0
2000,Argentina,127980.0
2005,Argentina,187057.0
2010,Argentina,225851.0
2015,Argentina,309515.0
2020,Argentina,397839.0
1990,Bolivia,26951.0
1995,Bolivia,30170.0
2000,Bolivia,35127.0
2005,Bolivia,46316.0
2010,Bolivia,51442.0
2015,Bolivia,60638.0
2020,Bolivia,68437.0
1990,Brazil,43579.0
1995,Brazil,44442.0
2000,Brazil,45307.0
2005,Brazil,60667.0
2010,Brazil,76035.0
2015,Brazil,106869.0
2020,Brazil,270033.0
1990,Chile,40113.0
1995,Chile,51872.0
2000,Chile,46929.0
2005,Chile,58904.0
2010,Chile,77008.0
2015,Chile,98081.0
2020,Chile,231308.0
1990,Colombia,56338.0
1995,Colombia,54210.0
2000,Colombia,52089.0
2005,Colombia,44388.0
2010,Colombia,53344.0
2015,Colombia,64067.0
2020,Colombia,758146.0
1990,Ecuador,22635.0
1995,Ecuador,36207.0
2000,Ecuador,51131.0
2005,Ecuador,77758.0
2010,Ecuador,162303.0
2015,Ecuador,156707.0
2020,Ecuador,333174.0
1990,Falkland Islands,188.0
1995,Falkland Islands,192.0
2000,Falkland Islands,239.0
2005,Falkland Islands,281.0
2010,Falkland Islands,366.0
2015,Falkland Islands,399.0
2020,Falkland Islands,494.0
1990,French Guiana,19439.0
1995,French Guiana,18580.0
2000,French Guiana,18151.0
2005,French Guiana,20685.0
2010,French Guiana,18591.0
2015,French Guiana,14707.0
2020,French Guiana,15524.0
1990,Guyana,1761.0
1995,Guyana,2529.0
2000,Guyana,3296.0
2005,Guyana,2887.0
2010,Guyana,1505.0
2015,Guyana,1199.0
2020,Guyana,5152.0
1990,Paraguay,70838.0
1995,Paraguay,57771.0
2000,Paraguay,45143.0
2005,Paraguay,38535.0
2010,Paraguay,32736.0
2015,Paraguay,31065.0
2020,Paraguay,31274.0
1990,Peru,13766.0
1995,Peru,13935.0
2000,Peru,14771.0
2005,Peru,24642.0
2010,Peru,25808.0
2015,Peru,28898.0
2020,Peru,437805.0
1990,Suriname,5432.0
1995,Suriname,6826.0
2000,Suriname,8428.0
2005,Suriname,10112.0
2010,Suriname,11598.0
2015,Suriname,12301.0
2020,Suriname,13345.0
1990,Uruguay,11901.0
1995,Uruguay,11331.0
2000,Uruguay,13605.0
2005,Uruguay,13424.0
2010,Uruguay,15050.0
2015,Uruguay,17033.0
2020,Uruguay,32079.0
1990,Venezuela,97773.0
1995,Venezuela,97293.0
2000,Venezuela,110597.0
2005,Venezuela,124637.0
2010,Venezuela,216401.0
2015,Venezuela,228850.0
2020,Venezuela,183167.0
1990,Northern America,3561049.0
1995,Northern America,3978377.0
2000,Northern America,5098351.0
2005,Northern America,6035380.0
2010,Northern America,6047221.0
2015,Northern America,4629853.0
2020,Northern America,4983349.0
1990,Bermuda,1845.0
1995,Bermuda,1956.0
2000,Bermuda,1997.0
2005,Bermuda,1938.0
2010,Bermuda,1709.0
2015,Bermuda,1790.0
2020,Bermuda,1948.0
1990,Canada,419649.0
1995,Canada,473034.0
2000,Canada,572684.0
2005,Canada,585231.0
2010,Canada,672636.0
2015,Canada,606144.0
2020,Canada,754697.0
1990,Greenland,1785.0
1995,Greenland,1187.0
2000,Greenland,862.0
2005,Greenland,840.0
2010,Greenland,749.0
2015,Greenland,759.0
2020,Greenland,749.0
1990,Saint Pierre and Miquelon,322.0
1995,Saint Pierre and Miquelon,384.0
2000,Saint Pierre and Miquelon,408.0
2005,Saint Pierre and Miquelon,314.0
2010,Saint Pierre and Miquelon,259.0
2015,Saint Pierre and Miquelon,238.0
2020,Saint Pierre and Miquelon,232.0
1990,United States,3137448.0
1995,United States,3501816.0
2000,United States,4522400.0
2005,United States,5447057.0
2010,United States,5371868.0
2015,United States,4020922.0
2020,United States,4225723.0
1990,Oceania,558943.0
1995,Oceania,559494.0
2000,Oceania,579271.0
2005,Oceania,657065.0
2010,Oceania,778372.0
2015,Oceania,869695.0
2020,Oceania,1090140.0
1990,Australia and New Zealand,493518.0
1995,Australia and New Zealand,492990.0
2000,Australia and New Zealand,512947.0
2005,Australia and New Zealand,590621.0
2010,Australia and New Zealand,716563.0
2015,Australia and New Zealand,812035.0
2020,Australia and New Zealand,1036973.0
1990,Australia,418670.0
1995,Australia,395100.0
2000,Australia,394720.0
2005,Australia,446380.0
2010,Australia,572970.0
2015,Australia,658944.0
2020,Australia,829596.0
1990,New Zealand,74848.0
1995,New Zealand,97890.0
2000,New Zealand,118227.0
2005,New Zealand,144241.0
2010,New Zealand,143593.0
2015,New Zealand,153091.0
2020,New Zealand,207377.0
1990,Melanesia,21890.0
1995,Melanesia,22447.0
2000,Melanesia,20775.0
2005,Melanesia,21802.0
2010,Melanesia,22708.0
2015,Melanesia,24650.0
2020,Melanesia,23800.0
1990,Fiji,3232.0
1995,Fiji,3100.0
2000,Fiji,2980.0
2005,Fiji,2946.0
2010,Fiji,3195.0
2015,Fiji,3136.0
2020,Fiji,3142.0
1990,New Caledonia,6964.0
1995,New Caledonia,7665.0
2000,New Caledonia,8371.0
2005,New Caledonia,8425.0
2010,New Caledonia,8484.0
2015,New Caledonia,9209.0
2020,New Caledonia,8835.0
1990,Papua New Guinea,10293.0
1995,Papua New Guinea,10233.0
2000,Papua New Guinea,7984.0
2005,Papua New Guinea,9052.0
2010,Papua New Guinea,9671.0
2015,Papua New Guinea,10933.0
2020,Papua New Guinea,10451.0
1990,Solomon Islands,772.0
1995,Solomon Islands,780.0
2000,Solomon Islands,762.0
2005,Solomon Islands,649.0
2010,Solomon Islands,567.0
2015,Solomon Islands,542.0
2020,Solomon Islands,527.0
1990,Vanuatu,629.0
1995,Vanuatu,669.0
2000,Vanuatu,678.0
2005,Vanuatu,730.0
2010,Vanuatu,791.0
2015,Vanuatu,830.0
2020,Vanuatu,845.0
1990,Micronesia (country),24081.0
1995,Micronesia (country),24884.0
2000,Micronesia (country),26331.0
2005,Micronesia (country),26024.0
2010,Micronesia (country),22234.0
2015,Micronesia (country),18859.0
2020,Micronesia (country),17134.0
1990,Guam,17059.0
1995,Guam,16432.0
2000,Guam,15770.0
2005,Guam,15912.0
2010,Guam,16054.0
2015,Guam,13281.0
2020,Guam,11377.0
1990,Kiribati,990.0
1995,Kiribati,981.0
2000,Kiribati,972.0
2005,Kiribati,1057.0
2010,Kiribati,1217.0
2015,Kiribati,991.0
2020,Kiribati,891.0
1990,Marshall Islands,260.0
1995,Marshall Islands,356.0
2000,Marshall Islands,483.0
2005,Marshall Islands,608.0
2010,Marshall Islands,763.0
2015,Marshall Islands,827.0
2020,Marshall Islands,850.0
1990,Micronesia (region),1038.0
1995,Micronesia (region),836.0
2000,Micronesia (region),761.0
2005,Micronesia (region),699.0
2010,Micronesia (region),668.0
2015,Micronesia (region),649.0
2020,Micronesia (region),611.0
1990,Nauru,651.0
1995,Nauru,615.0
2000,Nauru,586.0
2005,Nauru,532.0
2010,Nauru,210.0
2015,Nauru,396.0
2020,Nauru,468.0
1990,Northern Mariana Islands,3500.0
1995,Northern Mariana Islands,4755.0
2000,Northern Mariana Islands,6548.0
2005,Northern Mariana Islands,6166.0
2010,Northern Mariana Islands,2601.0
2015,Northern Mariana Islands,2183.0
2020,Northern Mariana Islands,2492.0
1990,Palau,583.0
1995,Palau,909.0
2000,Palau,1211.0
2005,Palau,1050.0
2010,Palau,721.0
2015,Palau,532.0
2020,Palau,445.0
1990,Polynesia,19454.0
1995,Polynesia,19173.0
2000,Polynesia,19218.0
2005,Polynesia,18618.0
2010,Polynesia,16867.0
2015,Polynesia,14151.0
