code,description,unit,name,short_unit,source_id,id,dataset_id
agwdeb992i,"Government debt is debts or legal obligations owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Government debt (average, individuals, adults) [agwdeb992i]",,0,194,0
agwdeb999i,"Government debt is debts or legal obligations owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Government debt (average, individuals, all ages) [agwdeb999i]",,0,195,0
agwdwe992i,"Government dwellings are places of residence owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Government dwellings (average, individuals, adults) [agwdwe992i]",,7,196,0
agwdwe999i,"Government dwellings are places of residence owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Government dwellings (average, individuals, all ages) [agwdwe999i]",,7,197,0
agweal992i,"Net public wealth is the total value of assets (cash, housing, bonds, equities, etc.) owned by the general government sector (central government, state government, local government, and social security funds), minus its debts. The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Net public wealth (average, individuals, adults) [agweal992i]",,0,198,0
agweal999i,"Net public wealth is the total value of assets (cash, housing, bonds, equities, etc.) owned by the general government sector (central government, state government, local government, and social security funds), minus its debts. The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Net public wealth (average, individuals, all ages) [agweal999i]",,0,199,0
agweqi992i,"Government equities are company stocks owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Government equities (average, individuals, adults) [agweqi992i]",,0,200,0
agweqi999i,"Government equities are company stocks owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Government equities (average, individuals, all ages) [agweqi999i]",,0,201,0
agwequ992i,"Government equity, fund shares & offshore wealth are company stocks, fund shares and wealth outside of one's residence country owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Government equity, fund shares & offshore wealth (average, individuals, adults) [agwequ992i]",,0,202,0
agwequ999i,"Government equity, fund shares & offshore wealth are company stocks, fund shares and wealth outside of one's residence country owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Government equity, fund shares & offshore wealth (average, individuals, all ages) [agwequ999i]",,0,203,0
agwfie992i,"Government financial assets excluding cash are financial assets except cash and bank deposits owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Government financial assets excluding cash (average, individuals, adults) [agwfie992i]",,7,204,0
agwfie999i,"Government financial assets excluding cash are financial assets except cash and bank deposits owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Government financial assets excluding cash (average, individuals, all ages) [agwfie999i]",,7,205,0
agwfin992i,"Government financial assets are intangible assets whose value is derived from a contractual claim (bank deposits, bonds, and stocks) owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Government financial assets (average, individuals, adults) [agwfin992i]",,0,206,0
agwfin999i,"Government financial assets are intangible assets whose value is derived from a contractual claim (bank deposits, bonds, and stocks) owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Government financial assets (average, individuals, all ages) [agwfin999i]",,0,207,0
agwfix992i,"Government currency, deposits, bonds & loans are cash, bank deposits, bonds and loans owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Government currency, deposits, bonds & loans (average, individuals, adults) [agwfix992i]",,0,208,0
agwfix999i,"Government currency, deposits, bonds & loans are cash, bank deposits, bonds and loans owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Government currency, deposits, bonds & loans (average, individuals, all ages) [agwfix999i]",,0,209,0
agwhou992i,"Government housing assets are places of residence and land they built on owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Government housing assets (average, individuals, adults) [agwhou992i]",,0,210,0
agwhou999i,"Government housing assets are places of residence and land they built on owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Government housing assets (average, individuals, all ages) [agwhou999i]",,0,211,0
agwlan992i,"Government land underlying dwellings is land on which the places of residence are built owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Government land underlying dwellings (average, individuals, adults) [agwlan992i]",,7,212,0
agwlan999i,"Government land underlying dwellings is land on which the places of residence are built owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Government land underlying dwellings (average, individuals, all ages) [agwlan999i]",,7,213,0
agwnat992i,"Government natural capital corresponds to natural assets (minerals, energy and other environmental resources, excluding agricultural land) owned by the government sector (central government, state government, local government, and social security funds).  The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Government natural capital (average, individuals, adults) [agwnat992i]",,7,214,0
agwnat999i,"Government natural capital corresponds to natural assets (minerals, energy and other environmental resources, excluding agricultural land) owned by the government sector (central government, state government, local government, and social security funds).  The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Government natural capital (average, individuals, all ages) [agwnat999i]",,7,215,0
agwnfa992i,"Government non-financial assets are assets with a physical value (real estate, machinery, equipment, etc.) owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Government non-financial assets (average, individuals, adults) [agwnfa992i]",,0,216,0
agwnfa999i,"Government non-financial assets are assets with a physical value (real estate, machinery, equipment, etc.) owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Government non-financial assets (average, individuals, all ages) [agwnfa999i]",,0,217,0
agwodk992i,"Government other domestic capital is non-financial assets owned by the general government sector (central government, state government, local government, and social security funds) except housing assets and agricultural land (machinery, equipment, etc.). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Government other domestic capital (average, individuals, adults) [agwodk992i]",,0,218,0
agwodk999i,"Government other domestic capital is non-financial assets owned by the general government sector (central government, state government, local government, and social security funds) except housing assets and agricultural land (machinery, equipment, etc.). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Government other domestic capital (average, individuals, all ages) [agwodk999i]",,0,219,0
agwpen992i,"Government pension funds & life insurance are pension funds and life insurance owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Government pension funds & life insurance (average, individuals, adults) [agwpen992i]",,0,220,0
agwpen999i,"Government pension funds & life insurance are pension funds and life insurance owned by the general government sector (central government, state government, local government, and social security funds). The government sector - in the national accounts - includes are national, regional local governement, social security administrations, and more generally all entities relying primarily upon public financing (taxes, contributions, and other compulsory payments).
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Government pension funds & life insurance (average, individuals, all ages) [agwpen999i]",,0,221,0
aheago992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Health (average, individuals, adults) [aheago992i]",,0,222,0
aheago999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Health (average, individuals, all ages) [aheago999i]",,0,223,0
ahougo992i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Housing and community amenities (average, individuals, adults) [ahougo992i]",,0,224,0
ahougo999i,"The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Housing and community amenities (average, individuals, all ages) [ahougo999i]",,0,225,0
ahwagr992i,"Personal agricultural land is agricultural land held by households.. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Personal agricultural land (average, individuals, adults) [ahwagr992i]",,0,226,0
ahwagr999i,"Personal agricultural land is agricultural land held by households.. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Personal agricultural land (average, individuals, all ages) [ahwagr999i]",,0,227,0
ahwbol992i,"Personal bonds & loans are bonds and loans owned by the personal sector (households).. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Personal bonds & loans (average, individuals, adults) [ahwbol992i]",,0,228,0
ahwbol999i,"Personal bonds & loans are bonds and loans owned by the personal sector (households).. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Personal bonds & loans (average, individuals, all ages) [ahwbol999i]",,0,230,0
ahwbus992i,"Personal business assets include agricultural land and other domestic material and immaterial non-financial assets (machinery, equipment, patents, etc.) held by households.. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Personal business and other non-financial assets (average, individuals, adults) [ahwbus992i]",,0,231,0
ahwbus999i,"Personal business assets include agricultural land and other domestic material and immaterial non-financial assets (machinery, equipment, patents, etc.) held by households.. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Personal business and other non-financial assets (average, individuals, all ages) [ahwbus999i]",,0,233,0
ahwcud992i,"Personal currency & deposits are cash and bank deposits held by households.. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Personal currency & deposits (average, individuals, adults) [ahwcud992i]",,0,234,0
ahwcud999i,"Personal currency & deposits are cash and bank deposits held by households.. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Personal currency & deposits (average, individuals, all ages) [ahwcud999i]",,0,236,0
ahwdeb992i,"Personal debt is debts or legal obligations owned by the personal sector (households).. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Personal debt (average, individuals, adults) [ahwdeb992i]",,0,237,0
ahwdeb999i,"Personal debt is debts or legal obligations owned by the personal sector (households).. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Personal debt (average, individuals, all ages) [ahwdeb999i]",,0,239,0
ahwdwe992i,"Personal dwellings are places of residence held by households. . The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Personal dwellings (average, individuals, adults) [ahwdwe992i]",,7,240,0
ahwdwe999i,"Personal dwellings are places of residence held by households. . The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Personal dwellings (average, individuals, all ages) [ahwdwe999i]",,7,241,0
ahweal992i,"Net personal wealth is  the total value of non-financial and financial assets (housing, land, deposits, bonds, equities, etc.) held by households, minus their debts. . The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Net personal wealth (average, individuals, adults) [ahweal992i]",,0,242,0
ahweal999i,"Net personal wealth is  the total value of non-financial and financial assets (housing, land, deposits, bonds, equities, etc.) held by households, minus their debts. . The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Net personal wealth (average, individuals, all ages) [ahweal999i]",,0,244,0
ahweqi992i,"Personal equities are company stocks owned by the personal sector (households).. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Personal equities (average, individuals, adults) [ahweqi992i]",,7,245,0
ahweqi999i,"Personal equities are company stocks owned by the personal sector (households).. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Personal equities (average, individuals, all ages) [ahweqi999i]",,7,246,0
ahwequ992i,"Personal equity, fund shares & offshore wealth are company stocks, fund shares and wealth outside of one's residence country owned by the personal sector (households).. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Personal equity, fund shares & offshore wealth (average, individuals, adults) [ahwequ992i]",,0,247,0
ahwequ999i,"Personal equity, fund shares & offshore wealth are company stocks, fund shares and wealth outside of one's residence country owned by the personal sector (households).. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Personal equity, fund shares & offshore wealth (average, individuals, all ages) [ahwequ999i]",,0,249,0
ahwfie992i,"Personal financial assets excluding cash are financial assets except cash and bank deposits owned by the personal sector (households).. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Personal financial assets excluding currency & deposits (average, individuals, adults) [ahwfie992i]",,0,250,0
ahwfie999i,"Personal financial assets excluding cash are financial assets except cash and bank deposits owned by the personal sector (households).. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Personal financial assets excluding currency & deposits (average, individuals, all ages) [ahwfie999i]",,0,252,0
ahwfin992i,"Personal financial assets include bank deposits, bonds, stocks and other financial claims held by households.. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Personal financial assets (average, individuals, adults) [ahwfin992i]",,0,253,0
ahwfin999i,"Personal financial assets include bank deposits, bonds, stocks and other financial claims held by households.. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Personal financial assets (average, individuals, all ages) [ahwfin999i]",,0,255,0
ahwfix992i,"Personal currency, deposits, bonds & loans are cash, bank deposits, bonds and loans held by households.. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Personal currency, bonds & deposits (average, individuals, adults) [ahwfix992i]",,0,256,0
ahwfix999i,"Personal currency, deposits, bonds & loans are cash, bank deposits, bonds and loans held by households.. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Personal currency, bonds & deposits (average, individuals, all ages) [ahwfix999i]",,0,258,0
ahwhou992i,"Personal housing assets are dwellings (including land underlying dwellings) held by households.. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Personal housing assets (average, individuals, adults) [ahwhou992i]",,0,259,0
ahwhou999i,"Personal housing assets are dwellings (including land underlying dwellings) held by households.. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Personal housing assets (average, individuals, all ages) [ahwhou999i]",,0,261,0
ahwlan992i,"Personal land underlying dwellings is land on which the places of residence held by households are built. . The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Personal land underlying dwellings (average, individuals, adults) [ahwlan992i]",,7,262,0
ahwlan999i,"Personal land underlying dwellings is land on which the places of residence held by households are built. . The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Personal land underlying dwellings (average, individuals, all ages) [ahwlan999i]",,7,263,0
ahwnat992i,"Personal natural capital corresponds to natural assets (minerals, energy and other environmental resources excluding agricultural land) owned by the personal sector (households).. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Personal natural capital (average, individuals, adults) [ahwnat992i]",,7,264,0
ahwnat999i,"Personal natural capital corresponds to natural assets (minerals, energy and other environmental resources excluding agricultural land) owned by the personal sector (households).. The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Personal natural capital (average, individuals, all ages) [ahwnat999i]",,7,265,0
ahwnfa992i,"Personal non-financial assets include housing, land and all other domestic material and immaterial assets (machinery, equipment, patents, etc.) held directly by households, as opposed to non-financial assets owned indirectly through financial assets (equities, bonds, etc. in corporations holding non-financial assets). . The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Personal non-financial assets (average, individuals, adults) [ahwnfa992i]",,0,266,0
ahwnfa999i,"Personal non-financial assets include housing, land and all other domestic material and immaterial assets (machinery, equipment, patents, etc.) held directly by households, as opposed to non-financial assets owned indirectly through financial assets (equities, bonds, etc. in corporations holding non-financial assets). . The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals of all ages.",,"Personal non-financial assets (average, individuals, all ages) [ahwnfa999i]",,0,268,0
ahwodk992i,"Other domestic personal capital includes all non-financial assets held by households and foundations, except housing assets and agricultural land: machinery, equipment, patents, etc. . The personal or household sector - in the national accounts sense - includes all households and private individuals (including those living in institutions), as well as unincorporated enterprises whose accounts are not separated from those of the households who own them.
The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.
The population is comprised of individuals over age 20.",,"Personal other domestic capital (average, individuals, adults) [ahwodk992i]",,0,269,0
