name,description,dataset_id
Employment Indicators - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""ILOSTAT (https://www.ilo.org/ilostat)"", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""- Agriculture value added per worker (constant 2005 USD): This indicator provides information on the output of the agricultural sector (agriculture forestry and fishery) by worker engaged in that sector. It is a measure of average productivity.Value added represents the contribution of labor and capital to the production process. Gross output relates directly to the concept of value added as the latter is obtained by subtracting the value of intermediate consumption evaluated at purchasers' prices from the value of output at basic prices. Although the outputs and inputs are valued using different sets of prices, for brevity the value added is described by the prices used to value the outputs. From the point of view of the producer, purchasers' prices for inputs and basic prices for outputs represent the prices actually paid and received. Their use leads to a measure of gross value added that is particularly relevant for the producer. Net value added is defined as the value of output less the values of both intermediate consumption and consumption of fixed capital.Data on the Value Added (Agriculture, Forestry and Fishing in constant 2005 USD) is derived from FAOSTAT and is then divided by the number of people employed in the agricultural sector, taken from ILOSTAT.- Employment in agriculture: This indicator corresponds to the agriculture category of the indicator called 'Employment by sex and economic activity in the ILOSTAT' for the total population. The indicator provides information on the relative importance of agriculture with regard to employment. Employment comprises all persons of working age who during a specified brief period, such as one week or one day, were in the following categories: a) paid employment (whether at work or with a job but not at work); or b) self-employment (whether at work or with an enterprise but not at work).The ILOSTAT presents the data by branch of economic activity on the basis of the International Standard Industrial Classification of All Economic Activities (ISIC). The data is further disaggregated by sex. The ISIC is the international reference classification of productive activities. The classification by economic activity refers to the main activity of the establishment in which a person worked during the reference period. The branch of economic activity of a person does not depend on the specific duties or functions of the person\u2019s job, but on the characteristics of the economic unit in which this person works.- Employment in agriculture, male: This indicator corresponds to the agriculture category of the indicator called 'Employment by sex and economic activity in the ILOSTAT' for the male population. The indicator provides information on the relative importance of agriculture with regard to employment. Employment comprises all persons of working age who during a specified brief period, such as one week or one day, were in the following categories: a) paid employment (whether at work or with a job but not at work); or b) self-employment (whether at work or with an enterprise but not at work).The ILOSTAT presents the data by branch of economic activity on the basis of the International Standard Industrial Classification of All Economic Activities (ISIC). The data is further disaggregated by sex. The ISIC is the international reference classification of productive activities. The classification by economic activity refers to the main activity of the establishment in which a person worked during the reference period. The branch of economic activity of a person does not depend on the specific duties or functions of the person\u2019s job, but on the characteristics of the economic unit in which this person works.- Employment in agriculture, female: This indicator corresponds to the agriculture category of the indicator called 'Employment by sex and economic activity in the ILOSTAT' for the female population. The indicator provides information on the relative importance of agriculture with regard to employment. Employment comprises all persons of working age who during a specified brief period, such as one week or one day, were in the following categories: a) paid employment (whether at work or with a job but not at work); or b) self-employment (whether at work or with an enterprise but not at work).The ILOSTAT presents the data by branch of economic activity on the basis of the International Standard Industrial Classification of All Economic Activities (ISIC). The data is further disaggregated by sex. The ISIC is the international reference classification of productive activities. The classification by economic activity refers to the main activity of the establishment in which a person worked during the reference period. The branch of economic activity of a person does not depend on the specific duties or functions of the person\u2019s job, but on the characteristics of the economic unit in which this person works.- Share of employment in agriculture (% of total employment): This indicator gives the share of people employed in agriculture among the total employed population and corresponds to the agriculture category of the indicator called 'Employment distribution by economic activity (by sex)' in the ILOSTAT. The indicator provides information on the relative importance of agriculture with regard to employment. Employment comprises all persons of working age who during a specified brief period, such as one week or one day, were in the following categories: a) paid employment (whether at work or with a job but not at work); or b) self-employment (whether at work or with an enterprise but not at work).The ILOSTAT presents the data by branch of economic activity on the basis of the International Standard Industrial Classification of All Economic Activities (ISIC). The data is further disaggregated by sex. The ISIC is the international reference classification of productive activities. The classification by economic activity refers to the main activity of the establishment in which a person worked during the reference period. The branch of economic activity of a person does not depend on the specific duties or functions of the person\u2019s job, but on the characteristics of the economic unit in which this person works.- Share of employment in agriculture, male (% of total male employment): This indicator gives the share of male employed in agriculture among the total male employed population and corresponds to the agriculture category of the indicator called 'Employment distribution by economic activity (by sex)' in the ILOSTAT. The indicator provides information on the relative importance of agriculture with regard to employment. Employment comprises all persons of working age who during a specified brief period, such as one week or one day, were in the following categories: a) paid employment (whether at work or with a job but not at work); or b) self-employment (whether at work or with an enterprise but not at work).The ILOSTAT presents the data by branch of economic activity on the basis of the International Standard Industrial Classification of All Economic Activities (ISIC). The data is further disaggregated by sex. The ISIC is the international reference classification of productive activities. The classification by economic activity refers to the main activity of the establishment in which a person worked during the reference period. The branch of economic activity of a person does not depend on the specific duties or functions of the person\u2019s job, but on the characteristics of the economic unit in which this person works.- Share of employment in agriculture, female (% of total female employment): This indicator gives the share of female employed in agriculture among the total female employed population and corresponds to the agriculture category of the indicator called 'Employment distribution by economic activity (by sex)' in the ILOSTAT. The indicator provides information on the relative importance of agriculture with regard to employment. Employment comprises all persons of working age who during a specified brief period, such as one week or one day, were in the following categories: a) paid employment (whether at work or with a job but not at work); or b) self-employment (whether at work or with an enterprise but not at work).The ILOSTAT presents the data by branch of economic activity on the basis of the International Standard Industrial Classification of All Economic Activities (ISIC). The data is further disaggregated by sex. The ISIC is the international reference classification of productive activities. The classification by economic activity refers to the main activity of the establishment in which a person worked during the reference period. The branch of economic activity of a person does not depend on the specific duties or functions of the person\u2019s job, but on the characteristics of the economic unit in which this person works.- Share of female employment in agriculture (% of employment in agriculture): This indicator gives the share of female employed in agriculture among the total employed population in agriculture. Employment comprises all persons of working age who during a specified brief period, such as one week or one day, were in the following categories: a) paid employment (whether at work or with a job but not at work); or b) self-employment (whether at work or with an enterprise but not at work).The ILOSTAT presents the data by branch of economic activity on the basis of the International Standard Industrial Classification of All Economic Activities (ISIC). The data is further disaggregated by sex. The ISIC is the international reference classification of productive activities. The classification by economic activity refers to the main activity of the establishment in which a person worked during the reference period. The branch of economic activity of a person does not depend on the specific duties or functions of the person\u2019s job, but on the characteristics of the economic unit in which this person works.- Share of employees in agriculture (% of total employees): This indicator gives the share of employees in agriculture among the total employees and corresponds to the agriculture category of the indicator called 'Employees by sex and economic activity' in the ILOSTAT. Employees are all those workers who hold paid employment jobs, which are those where the incumbents hold employment contracts which give them a basic remuneration not directly dependent upon the revenue of the unit for which they work.ILOSTAT presents the data by status in employment on the basis of the 1993 International Classification of Status in Employment (ICSE-93). The data is further disaggregated by sex. The ICSE-93 classifies jobs into five main categories, which can be grouped under two main types of jobs: paid employment jobs (employees) and self-employment jobs, employers, own-account workers, contributing family workers and members of producers\u2019 cooperatives).Data are disaggregated by economic activity according to the latest version of the International Standard Industrial Classification of All Economic Activities (ISIC) available for that year. Economic activity refers to the main activity of the establishment in which a person worked during the reference period and does not depend on the specific duties or functions of the person's job, but on the characteristics of the economic unit in which this person works.- Share of employees in agriculture, male (% of total male employees): This indicator gives the share of male employees in agriculture among the total male employees and corresponds to the agriculture category of the indicator called 'Employees by sex and economic activity' in the ILOSTAT. Employees are all those workers who hold paid employment jobs, which are those where the incumbents hold employment contracts which give them a basic remuneration not directly dependent upon the revenue of the unit for which they work.ILOSTAT presents the data by status in employment on the basis of the 1993 International Classification of Status in Employment (ICSE-93). The data is further disaggregated by sex. The ICSE-93 classifies jobs into five main categories, which can be grouped under two main types of jobs: paid employment jobs (employees) and self-employment jobs (employers, own-account workers, contributing family workers and members of producers\u2019 cooperatives).Data are disaggregated by economic activity according to the latest version of the International Standard Industrial Classification of All Economic Activities (ISIC) available for that year. Economic activity refers to the main activity of the establishment in which a person worked during the reference period and does not depend on the specific duties or functions of the person's job, but on the characteristics of the economic unit in which this person works.- Share of employees in agriculture, female (% of total female employees): This indicator gives the share of female employees in agriculture among the total female employees and corresponds to the agriculture category of the indicator called 'Employees by sex and economic activity' in the ILOSTAT. Employees are all those workers who hold paid employment jobs, which are those where the incumbents hold employment contracts which give them a basic remuneration not directly dependent upon the revenue of the unit for which they work.ILOSTAT presents the data by status in employment on the basis of the 1993 International Classification of Status in Employment (ICSE-93). The data is further disaggregated by sex. The ICSE-93 classifies jobs into five main categories, which can be grouped under two main types of jobs: paid employment jobs (employees) and self-employment jobs (employers, own-account workers, contributing family workers and members of producers\u2019 cooperatives).Data are disaggregated by economic activity according to the latest version of the International Standard Industrial Classification of All Economic Activities (ISIC) available for that year. Economic activity refers to the main activity of the establishment in which a person worked during the reference period and does not depend on the specific duties or functions of the person's job, but on the characteristics of the economic unit in which this person works.- Share of female employees in agriculture (% of employees in agriculture): This indicator gives the share of female employees in agriculture among the total employees in agriculture. Employment comprises all persons of working age who during a specified brief period, such as one week or one day, were in the following categories: a) paid employment (whether at work or with a job but not at work); or b) self-employment (whether at work or with an enterprise but not at work).ILOSTAT presents the data by status in employment on the basis of the 1993 International Classification of Status in Employment (ICSE-93). The data is further disaggregated by sex. The ICSE-93 classifies jobs into five main categories, which can be grouped under two main types of jobs: paid employment jobs (employees) and self-employment jobs (employers, own-account workers, contributing family workers and members of producers\u2019 cooperatives).Data are disaggregated by economic activity according to the latest version of the International Standard Industrial Classification of All Economic Activities (ISIC) available for that year. Economic activity refers to the main activity of the establishment in which a person worked during the reference period and does not depend on the specific duties or functions of the person's job, but on the characteristics of the economic unit in which this person works.- Labour force participation rate, rural areas: This indicator is calculated by expressing the number of persons in the labour force as a percentage of the working-age population and corresponds to the indicator called 'Labour force participation rate by sex, age, and rural/urban areas' from ILOSTAT. The labour force is the sum of the number of persons employed and the number of persons unemployed.The labour force participation rate is related by definition to other indicators of the labour market. The inactivity rate is equal to 100 minus the labour force participation rate, when the participation rate is expressed as a number between 0 and 100.Data are provided by geographical coverage, which entails a disaggregation by rural and urban areas. The differentiation between these geographic areas is made according to national definitions. Urban and rural labour force are \""residence-based\"" concepts. This means that rural (urban) residents are classified as rural (urban) labour force irrespective of the area in which the job is performed. Moreover, the definition of rural and urban areas is not homogenous across countries.- Labour force participation rate, rural areas, male: This indicator is calculated by expressing the number of males in the labour force as a percentage of the male working-age population and corresponds to the indicator called 'Labour force participation rate by sex, age, and rural/urban areas' from ILOSTAT. The labour force is the sum of the number of persons employed and the number of persons unemployed.The labour force participation rate is related by definition to other indicators of the labour market. The inactivity rate is equal to 100 minus the labour force participation rate, when the participation rate is expressed as a number between 0 and 100.Data are provided by geographical coverage, which entails a disaggregation by rural and urban areas. The differentiation between these geographic areas is made according to national definitions. Urban and rural labour force are \""residence-based\"" concepts. This means that rural (urban) residents are classified as rural (urban) labour force irrespective of the area in which the job is performed. Moreover, the definition of rural and urban areas is not homogenous across countries. Data are further disaggregated by sex.- Labour force participation rate, rural areas, female: This indicator is calculated by expressing the number of females in the labour force as a percentage of the female working-age population and corresponds to the indicator called 'Labour force participation rate by sex, age, and rural/urban areas' from ILOSTAT. The labour force is the sum of the number of persons employed and the number of persons unemployed. The labour force participation rate is related by definition to other indicators of the labour market. The inactivity rate is equal to 100 minus the labour force participation rate, when the participation rate is expressed as a number between 0 and 100.Data are provided by geographical coverage, which entails a disaggregation by rural and urban areas. The differentiation between these geographic areas is made according to national definitions. Urban and rural labour force are \""residence-based\"" concepts. This means that rural (urban) residents are classified as rural (urban) labour force irrespective of the area in which the job is performed. Moreover, the definition of rural and urban areas is not homogenous across countries. Data are further disaggregated by sex.- Employment-to-population ratio, rural areas: This indicator is calculated by expressing the number of persons who are employed as a percent of the total of working age population and corresponds to the indicator called 'Employment-to-population ratio by sex, age, and rural/urban areas' from ILOSTAT. Employment comprises all persons of working age who during a specified brief period, such as one week or one day, were in the following categories: a) paid employment (whether at work or with a job but not at work); or b) self-employment (whether at work or with an enterprise but not at work).Data are provided by geographical coverage, which entails a disaggregation by rural and urban areas. The differentiation between these geographic areas is made according to national definitions. Urban and rural labour force are \""residence-based\"" concepts. This means that rural (urban) residents are classified as rural (urban) labour force irrespective of the area in which the job is performed. Moreover, the definition of rural and urban areas is not homogenous across countries.- Employment-to-population ratio, rural areas, male: This indicator is calculated by expressing the number of males who are employed as a percent of the total male of working age population and corresponds to the indicator called 'Employment-to-population ratio by sex, age, and rural/urban areas' from ILOSTAT. Employment comprises all persons of working age who during a specified brief period, such as one week or one day, were in the following categories: a) paid employment (whether at work or with a job but not at work); or b) self-employment (whether at work or with an enterprise but not at work).Data are provided by geographical coverage, which entails a disaggregation by rural and urban areas. The differentiation between these geographic areas is made according to national definitions. Urban and rural labour force are \""residence-based\"" concepts. This means that rural (urban) residents are classified as rural (urban) labour force irrespective of the area in which the job is performed. Moreover, the definition of rural and urban areas is not homogenous across countries. Data are further disaggregated by sex.- Employment-to-population ratio, rural areas, female: This indicator is calculated by expressing the number of females who are employed as a percent of the total females of working age population and corresponds to the indicator called 'Employment-to-population ratio by sex, age, and rural/urban areas' from ILOSTAT. Employment comprises all persons of working age who during a specified brief period, such as one week or one day, were in the following categories: a) paid employment (whether at work or with a job but not at work); or b) self-employment (whether at work or with an enterprise but not at work).Data are provided by geographical coverage, which entails a disaggregation by rural and urban areas. The differentiation between these geographic areas is made according to national definitions. Urban and rural labour force are \""residence-based\"" concepts. This means that rural (urban) residents are classified as rural (urban) labour force irrespective of the area in which the job is performed. Moreover, the definition of rural and urban areas is not homogenous across countries. Data are further disaggregated by sex.""}",24
 Emissions by sector - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""The \u2018Emissions by sector\u2019 domain of the FAOSTAT Agri-Environmental Indicators section contains data on emissions of greenhouse gases (GHG) by gas, economic sector, country and year. The sources for these data are: \u2022 FAOSTAT emissions domains (Emissions - Agriculture and Emissions - Land Use) (FAO, 2016) for the sectors: \u2018Agriculture total\u2019, \u2018Land Use sources\u2019 and \u2018Forest\u2019. \u2022 EDGAR (Emissions Database for Global Atmospheric Research) (JRC/PBL, 2016) for the sectors: \u2018Energy (energy industries, manufacturing and fugitive emissions)\u2019, \u2018Transport\u2019, \u2018Residential, commercial, institutional and AFF (Agriculture/Forestry/Fishing)\u2019, \u2018Industrial processes and product use\u2019, \u2018Waste\u2019, \u2018Other sources\u2019 and \u2018International Bunkers\u2019. In the EDGAR database, developed by the Joint Research Centre of the European Commission and the Netherlands Environmental Assessment Agency (JRC/PBL, 2016), the annual data on GHG emissions are available by country, source/sink category, gas and year. The source/sink categories follow the guidelines from IPCC (1997) Revised 1996 IPCC Guidelines for National GHG Inventories (Olivier et al., 2011, p.8). In this FAOSTAT \u2018Emissions by sector\u2019 domain, the source/sink categories from EDGAR have been aggregated into seven sectors, as shown in table 1 below. EDGAR data under IPCC categories 4 and 5 (\u2018Total Agriculture\u2019 and \u2018Total Land-Use Change and Forestry\u2019) have not been included, as these data have been taken from FAOSTAT. EDGAR data for \u2018International aviation\u2019 and \u2018International navigation/shipping\u2019 are available only at the world level."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""Emissions are displayed for all GHG aggregated, and also separately for: carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O) and F-gases. The latter category comprises perfluorocarbons (PFCs), hydrofluorocarbons (HFCs), nitrogen trifluoride (NF3) and sulfur hexafluoride (SF6). All emissions are expressed in gigagrams of CO2 equivalent (Gg CO2eq). The classification of economic sectors is based on the reporting tables of the 2006 IPCC Guidelines (IPCC 2006, vol.1, ch.8).""}",25
 Emissions intensities - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""Emission Intensities are estimated at country level and for each year from data in the FAOSTAT domains \""Emissions-Agriculture\""; \u201cProduction/Crops\u201d; \u201cProduction/Livestock primary\u201d; and \""Production/Live animals\u201d. The analysis also applies external parameters, namely the N fertilizers use by crop (FAO, 2002)."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""The Emissions intensities domain under the FAOSTAT section of Agri-Environmental Indicators contains analytical data on the intensity of greenhouse gas (GHG) emissions by commodity. This indicator is defined as greenhouse gas emissions per unit of product. Data are available for a set of agricultural commodities (e.g. rice and other cereals, meat, milk, eggs), by country, with global coverage and relative to the period 1961\u20132017.   Data in the domain Emissions intensities are computed from FAO statistics, disseminated in the Emissions and Production sections of FAOSTAT. The following data categories for each agricultural commodity are available for download: production quantities (in tonnes); emissions (in gigagrams of CO2eq); and emissions intensity (in kg of CO2eq per kg of product.   Data are updated yearly and are available for all individual countries and territories, for standard FAOSTAT regional aggregations, as well as for UNFCCC Annex I and non-Annex I groups.   FAOSTAT agri-environmental indicators aim at facilitating national and regional agri-environmental trend analysis and to support member countries with country-level reference information.  The GHG emissions used in the computation of the FAOSTAT Emissions Intensities indicator are limited to emissions generated within the farm gate. Additional emissions from upstream and downstream production and consumption processes and trade are excluded. Emissions intensities are disseminated for the following items: \""Rice\""; for the aggregate \""Cereals excluding rice\""; \""Meat, cattle\""; \""Meat, goat\""; \""Meat, buffalo\""; \""Meat, sheep\""; \""Meat, pig\""; \""Meat, chicken\""; \""Milk, whole fresh cow\""; \""Milk, whole fresh goat\""; \""Milk, whole fresh sheep\""; \""Meat, whole fresh camel\""; and \""Eggs, hen, in shell\"".""}",26
 Fertilizers - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""FAOSTAT Inputs / Fertilizers by Nutrient, and FAOSTAT Inputs / Land Use"", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""The indicator is defined as the annual agricultural use of nutrient Nitrogen N (total), nutrient Phosphate P2O5 (total), and nutrient K2O (total) divided by area of croplands (arable and permanent crops).""}",27
 Land Cover - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""The UN SEEA Central Framework is the souce of the land cover classification.  Geospatial sources of land cover information are the following Global Land Cover maps:  1)\tThe IGBP-MODIS-derived land cover product, available for the years 2001\u20132012 (Friedl et al., 2010) \u2014 spatial resolution 500m. 2)\tThe land cover maps produced by the Universit\u00e9 Catholique de Louvain (UCL) Geomatics under the Climate Change initiatives (CCI) of the European Spatial Agency (ESA), available annually for the years 1992\u20132015. CCI-LC maps \u2014 spatial resolution 300m."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""Land is a central component of economic and environmental accounting. As defined by the System of Environmental-Economic Accounting Central Framework (SEEA CF) land is \u201ca unique environmental asset that delineates the space in which economic activities and environmental processes take places and within which environmental assets and economic assets are located\u201d. Land cover refers to the observed physical and biological land cover of the Earth\u2019s surface, and includes natural vegetation and abiotic (non-living) surfaces (SEEA CF, 5.257). The land cover classification of the SEEA CF currently is the international standard to prepare the physical accounts for land cover. The SEEA Agriculture, Forestry and Fisheries SEEA-AFF (FAO, 2016), which was adopted in June 2016 by the UNCEEA as an \""Internationally Approved Methodological Document\"" in support of the SEEA CF, also applies the land cover classification of the SEEA CF.  In the scope of the SEEA CF and SEEA AFF, land cover information is relevant for understanding the changing composition and condition of countries ecosystems, including its agricultural and forest landscape. A physical asset account for land cover with opening stocks, additions and reductions to stock, recording of net changes and closing stock is formulated in the SEEA AFF (Table 4.9 Physical land cover asset account).""}",28
 Land Use - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""Primary sources of data is the FAO Land Use, Irrigation and Agricultural Practices questionnaires. Official information may be complemented with statistics from national statistical yearbooks and other official publications and information from governmental data portals. Supplemental information may be derived from national and international sectoral studies and reports.  Forest land data The Global Forest Resource Assessment (FRA) is the supplementary source of Forest land data disseminated in FAOSTAT. FRA data cover 1990, 2000, 2005, 2010 and 2015. Gap filling for deriving a complete time series 1990\u20132015 was performed as follows. Intermediate years were estimated using linear interpolation performed by the FAO Statistics Division. Missing data at the beginning or at the end of the time series were imputed by maintaining the value of the nearest FRA data. FRA data on Carbon density and area were first imputed in the same manner described above for deriving a complete time series 1990\u20132015, and then multiplied (stock density times area) to obtain carbon stock. Regional average values of carbon density were used in case of missing national data. Data for the element \u201cCarbon stock in living biomass\u201d are available only for the item \u201cForest land\u201d. Data for the element \u201cArea\u201d are available for the item \u201cForest land\u201d, \u201cForestry\u201d and for the three subcategory items \u201cPlanted forest\u201d, \u201cPrimary forest\u201d and \u201cOther naturally regenerated forest\u201d. 2016 Forest land data (for both elements, \u201cArea\u201d and \u201cCarbon stock in living biomass\u201d) were calculated by linear extrapolation of the data range 2010-2015. Irrigated land Data on \u201cLand area equipped for irrigation\u201d disseminated through FAO's global water information system (AQUASTAT) and FAOSTAT are regularly reconciled for coherency. Organic agriculture Data from the Research Institute of Organic Agriculture (FiBL) are used on a regular basis as secondary sources to complement primary data on \u201cArea certified organic\u201d and \u201cArea in conversion to certified organic\u201d items."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""Land use indicates the socioeconomic use of land (for example, agriculture, forestry, recreation or residential use). In particular it defines a number of services such as agriculture, forestry, industry, transport, housing and other services  that use land as a natural and/or an economic resource. Land use has to be distinguished from Land Cover  which refers instead to to the bio-physical coverage of land (for example, crops, grass, broad-leaved forest, or built-up area). The FAOSTAT Land Use domain includes categories of land primarily focusing on their use for agricultural and forestry activities. Definitions of these items (land categories) are available at: http://http://www.fao.org/faostat/en/#data/RL. These definitons are compliant with those included in the SEEA AFF, the SEEA CF and the Framework for the Development of Environmental Statistics (FDES 2013)""}",29
 Livestock - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""FAOSTAT Livestock manure estimates are computed based on Activity Data from official statistics in other FAOSTAT domains (Production \\ Live animals \\ asses, buffaloes, camelids (other), camels, cattle, chickens, goats, horses, mules, pigs, sheep, turkeys) as well as Production \\ Livestock Primary \\ Eggs, hen in shell, milk, whole fresh cow) and applying relevant coefficients from the IPCC 2006 guidelines (http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html)."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""Physical Supply and Use accounts for fertilizers, including livestock manure are in the scope of the System of Environmental-Economic Accounting Central Framework (SEEA CF) and were developed in the FAO System of Environmental-Economic Accounting for Agriculture Forestry and Fisheries (SEEA AFF). Fertilizers statistics, including natural fertilizers such as manure or compost, are listed among the relevant agri-environmental statistics in the Framework for the Development of Environmental Statistics 2013 (FDES, 2017).  EUROSTAT disseminates information on trends in storage of manure, application techniques and animal housing as part of its Agri-environmental indicators.""}",30
 Livestock Patterns - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""Data are derived from the FAOSTAT domains Production/ Live Animals (QA) and Inputs / Land Use (RL). Livestock Units (LSU) coefficients are derived from FAO publication \""Guidelines for the preparation of livestock sector reviews\"" (FAO, 2011)."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""The main indicator is the rate of livestock units per (ha) of agricultural land area. Supporting indicators are the stocks and the share of each livestock type over all major livestock types (all expressed in LSU).""}",31
 Pesticides - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""Primary data source: FAO Yearly Questionnaires on Pesticides Use and Land Use, Irrigation and Agriculture practices. These official statistics may be complemented with government data sources such as yearbooks and ministerial data portals.Data gaps may be filled with secondary sources such as country studies from other International organizations. Data are flagged according to the type of data and the source.Also, gap-filling methodologies have been applied to the reported statistics in the domain of Pesticides Use (RP) in connection with: 1. Data errors (data reported in formulated products rather than in active ingredients); and 2. Incomplete time series of sub-components, for the purpose of computing aggregates of pesticides totals by country."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""The indicator is defined as the annual agricultural use of total pesticides in active ingredients for the following categories of pesticides: Fungicides  Bactericides; Herbicides; Insecticides; Plant Growth Regulators; Seed Treatment Fungicides; Seed Treatment Insecticides; Mineral Oils; Rodenticides; Disinfectants; and Other pesticides, nes (not elsewhere specified). The sum of active ingredients is divided by the area of cropland (which is the sum of arable land and land under permanent crops).""}",32
 Temperature change - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""Data are based on GISTEMP, the Global Surface Temperature Change data of the National Aeronautics and Space Administration Goddard Institute for Space Studies (NASA-GISS)."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""Statistical standards: Data in the Temperature Change domain are not an explicit SEEA variable. Nonetheless, country and regional calculations employ a definition of \u201cLand area\u201d consistent with SEEA Land Use definitions, specifically SEEA CF Table 5.11 \u201cLand Use Classification\u201d and SEEA AFF Table 4.8, \u201cPhysical asset account for land use.\u201d  The Temperature Change domain of the FAOSTAT Agri-Environmental Indicators section is compliant with the Framework for the Development of Environmental Statistics (FDES 2013), contributing to FDES Component 1: Environmental Conditions and Quality, Sub-component 1.1: Physical Conditions, Topic 1.1.1: Atmosphere, climate and weather, Core set/ Tier 1 statistics a.1.""}",33
 Exchange rates - Annual - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""The main data sources are UNSD National Accounts Estimates of Analytical Main Aggregates (AMA) for data from 1970 to all but the most recent year (2018). IMF Macroeconomic  Financial Data are predominantly used for year 2018 and for countries for which IMF does not have data or IMF data are not matching UNSD data, UN Operational Rates of Exchange are used instead. The link to the sources are: http://unstats.un.org/unsd/snaama/dnlList.asp, http://data.imf.org/?sk=af1819f1-9b6c-43ec-bee4-b1b55fa54cf7sId=1390030341854, https://treasury.un.org/operationalrates/OperationalRates.php"", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""Exchange rates are defined as the price of one country\u2019s currency in relation to another, and can be: i) a market rate in which the rate floats and is determined largely by market forces; ii) an official rate, as determined or announced by national authorities (typically the central bank); and iii) the principal, secondary, or tertiary rate, for countries maintaining multiple exchange arrangements. In this domain, exchange rates are provided in terms of Standard Local Currency (SLC) per US dollar, where SLC refers to the currency used in the most recent reference year of the statistical reference period covered. For example, the \""euro\u201d is the SLC for Italy from 1970 to 2016, as it was the currency used by Italy in the 2016 reference year, though the Lire was the actual currency used, or local currency unit (LCU), for 1970 to 1998, while the euro was the LCU for Italy from 1999 to the present.""}",34
 Food Aid Shipments (WFP) - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": """", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": """"}",35
 Suite of Food Security Indicators - FAO (2019),"{""dataPublishedBy"": ""Food and Agriculture Organization of the United Nations (FAO) (2019) "", ""dataPublisherSource"": ""See metadata for the basic variables that make up the indicator."", ""link"": ""http://www.fao.org/faostat/en/?#data/"", ""retrievedDate"": ""15-Dec-2019"", ""additionalInfo"": ""See attached document which lists statistical concepts and definitions with the respective indicator.""}",36
