id,name,unit,dataset_id,source_id,description,code,short_unit,timespan,coverage,display,original_metadata
399,"4.5.1 - Adjusted wealth parity index for completion rate, by sex, location and education level - SE_AWP_CPRA - All areas - Female - Primary",Ratio,0,55,,,,2000 - 2019,,,
400,"4.5.1 - Adjusted wealth parity index for completion rate, by sex, location and education level - SE_AWP_CPRA - All areas - Female - Upper secondary",Ratio,0,55,,,,2000 - 2019,,,
401,"4.5.1 - Adjusted wealth parity index for completion rate, by sex, location and education level - SE_AWP_CPRA - All areas - Female - Lower secondary",Ratio,0,55,,,,2000 - 2019,,,
402,"4.5.1 - Adjusted wealth parity index for completion rate, by sex, location and education level - SE_AWP_CPRA - Urban - Both sexes - Primary",Ratio,0,55,,,,2000 - 2019,,,
403,"4.5.1 - Adjusted wealth parity index for completion rate, by sex, location and education level - SE_AWP_CPRA - Urban - Both sexes - Upper secondary",Ratio,0,55,,,,2000 - 2019,,,
404,"4.5.1 - Adjusted wealth parity index for completion rate, by sex, location and education level - SE_AWP_CPRA - Urban - Both sexes - Lower secondary",Ratio,0,55,,,,2000 - 2019,,,
405,"4.5.1 - Adjusted wealth parity index for completion rate, by sex, location and education level - SE_AWP_CPRA - Urban - Male - Primary",Ratio,0,55,,,,2000 - 2019,,,
406,"4.5.1 - Adjusted wealth parity index for completion rate, by sex, location and education level - SE_AWP_CPRA - Urban - Male - Upper secondary",Ratio,0,55,,,,2000 - 2019,,,
407,"4.5.1 - Adjusted wealth parity index for completion rate, by sex, location and education level - SE_AWP_CPRA - Urban - Male - Lower secondary",Ratio,0,55,,,,2000 - 2019,,,
408,"4.5.1 - Adjusted wealth parity index for completion rate, by sex, location and education level - SE_AWP_CPRA - Urban - Female - Primary",Ratio,0,55,,,,2000 - 2019,,,
409,"4.5.1 - Adjusted wealth parity index for completion rate, by sex, location and education level - SE_AWP_CPRA - Urban - Female - Upper secondary",Ratio,0,55,,,,2000 - 2019,,,
410,"4.5.1 - Adjusted wealth parity index for completion rate, by sex, location and education level - SE_AWP_CPRA - Urban - Female - Lower secondary",Ratio,0,55,,,,2000 - 2019,,,
411,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Urban - Quantile 1 (poorest) - Lower secondary",Ratio,0,56,,,,2000 - 2019,,,
412,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Urban - Quantile 1 (poorest) - Primary",Ratio,0,56,,,,2000 - 2019,,,
413,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Urban - Quantile 1 (poorest) - Upper secondary",Ratio,0,56,,,,2000 - 2019,,,
414,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Urban - Quantile 2 - Lower secondary",Ratio,0,56,,,,2000 - 2019,,,
415,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Urban - Quantile 2 - Primary",Ratio,0,56,,,,2000 - 2019,,,
416,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Urban - Quantile 2 - Upper secondary",Ratio,0,56,,,,2000 - 2019,,,
417,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Urban - Quantile 5 (richest) - Lower secondary",Ratio,0,56,,,,2000 - 2019,,,
418,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Urban - Quantile 5 (richest) - Primary",Ratio,0,56,,,,2000 - 2019,,,
419,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Urban - Quantile 5 (richest) - Upper secondary",Ratio,0,56,,,,2000 - 2019,,,
420,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Urban - Quantile 4 - Lower secondary",Ratio,0,56,,,,2000 - 2019,,,
421,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Urban - Quantile 4 - Primary",Ratio,0,56,,,,2000 - 2019,,,
422,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Urban - Quantile 4 - Upper secondary",Ratio,0,56,,,,2000 - 2019,,,
423,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Urban - Quantile 3 - Lower secondary",Ratio,0,56,,,,2000 - 2019,,,
424,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Urban - Quantile 3 - Primary",Ratio,0,56,,,,2000 - 2019,,,
425,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Urban - Quantile 3 - Upper secondary",Ratio,0,56,,,,2000 - 2019,,,
426,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Urban - Total or not breakdown - Lower secondary",Ratio,0,56,,,,2000 - 2019,,,
427,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Urban - Total or not breakdown - Primary",Ratio,0,56,,,,2000 - 2019,,,
428,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Urban - Total or not breakdown - Upper secondary",Ratio,0,56,,,,2000 - 2019,,,
429,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Rural - Quantile 1 (poorest) - Lower secondary",Ratio,0,56,,,,2000 - 2019,,,
430,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Rural - Quantile 1 (poorest) - Primary",Ratio,0,56,,,,2000 - 2019,,,
431,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Rural - Quantile 1 (poorest) - Upper secondary",Ratio,0,56,,,,2000 - 2019,,,
432,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Rural - Quantile 2 - Lower secondary",Ratio,0,56,,,,2000 - 2019,,,
433,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Rural - Quantile 2 - Primary",Ratio,0,56,,,,2000 - 2019,,,
434,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Rural - Quantile 2 - Upper secondary",Ratio,0,56,,,,2000 - 2019,,,
435,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Rural - Quantile 5 (richest) - Lower secondary",Ratio,0,56,,,,2000 - 2019,,,
436,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Rural - Quantile 5 (richest) - Primary",Ratio,0,56,,,,2000 - 2019,,,
437,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Rural - Quantile 5 (richest) - Upper secondary",Ratio,0,56,,,,2000 - 2019,,,
438,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Rural - Quantile 4 - Lower secondary",Ratio,0,56,,,,2000 - 2019,,,
439,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Rural - Quantile 4 - Primary",Ratio,0,56,,,,2000 - 2019,,,
440,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Rural - Quantile 4 - Upper secondary",Ratio,0,56,,,,2000 - 2019,,,
441,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Rural - Quantile 3 - Lower secondary",Ratio,0,56,,,,2000 - 2019,,,
442,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Rural - Quantile 3 - Primary",Ratio,0,56,,,,2000 - 2019,,,
443,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Rural - Quantile 3 - Upper secondary",Ratio,0,56,,,,2000 - 2019,,,
444,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Rural - Total or not breakdown - Lower secondary",Ratio,0,56,,,,2000 - 2019,,,
445,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Rural - Total or not breakdown - Primary",Ratio,0,56,,,,2000 - 2019,,,
446,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - Rural - Total or not breakdown - Upper secondary",Ratio,0,56,,,,2000 - 2019,,,
447,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - All areas - Quantile 1 (poorest) - Lower secondary",Ratio,0,56,,,,2000 - 2019,,,
448,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - All areas - Quantile 1 (poorest) - Primary",Ratio,0,56,,,,2000 - 2019,,,
449,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - All areas - Quantile 1 (poorest) - Upper secondary",Ratio,0,56,,,,2000 - 2019,,,
450,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - All areas - Quantile 2 - Lower secondary",Ratio,0,56,,,,2000 - 2019,,,
451,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - All areas - Quantile 2 - Primary",Ratio,0,56,,,,2000 - 2019,,,
452,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - All areas - Quantile 2 - Upper secondary",Ratio,0,56,,,,2000 - 2019,,,
453,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - All areas - Quantile 5 (richest) - Lower secondary",Ratio,0,56,,,,2000 - 2019,,,
454,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - All areas - Quantile 5 (richest) - Primary",Ratio,0,56,,,,2000 - 2019,,,
455,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - All areas - Quantile 5 (richest) - Upper secondary",Ratio,0,56,,,,2000 - 2019,,,
456,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - All areas - Quantile 4 - Lower secondary",Ratio,0,56,,,,2000 - 2019,,,
457,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - All areas - Quantile 4 - Primary",Ratio,0,56,,,,2000 - 2019,,,
458,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - All areas - Quantile 4 - Upper secondary",Ratio,0,56,,,,2000 - 2019,,,
459,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - All areas - Quantile 3 - Lower secondary",Ratio,0,56,,,,2000 - 2019,,,
460,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - All areas - Quantile 3 - Primary",Ratio,0,56,,,,2000 - 2019,,,
461,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - All areas - Quantile 3 - Upper secondary",Ratio,0,56,,,,2000 - 2019,,,
462,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - All areas - Total or not breakdown - Lower secondary",Ratio,0,56,,,,2000 - 2019,,,
463,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - All areas - Total or not breakdown - Primary",Ratio,0,56,,,,2000 - 2019,,,
464,"4.5.1 - Adjusted gender parity index for completion rate, by location, wealth quintile and education level - SE_AGP_CPRA - All areas - Total or not breakdown - Upper secondary",Ratio,0,56,,,,2000 - 2019,,,
465,"4.5.1 - Adjusted gender parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio) - SE_TOT_GPI_FS - Literacy",Ratio,0,57,,,,2011 - 2020,,,
466,"4.5.1 - Adjusted gender parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio) - SE_TOT_GPI_FS - Numeracy",Ratio,0,57,,,,2011 - 2020,,,
467,"4.5.1 - Adjusted low to high socio-economic parity status index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio) - SE_TOT_SESPI_FS - Literacy",Ratio,0,58,,,,2012 - 2020,,,
468,"4.5.1 - Adjusted low to high socio-economic parity status index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio) - SE_TOT_SESPI_FS - Numeracy",Ratio,0,58,,,,2012 - 2020,,,
469,"4.6.1 - Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%) - SE_ADT_FUNS - Female - Literacy",Percentage,0,59,,,%,2006 - 2020,,,
470,"4.6.1 - Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%) - SE_ADT_FUNS - Female - Numeracy",Percentage,0,59,,,%,2006 - 2020,,,
471,"4.6.1 - Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%) - SE_ADT_FUNS - Male - Literacy",Percentage,0,59,,,%,2006 - 2020,,,
472,"4.6.1 - Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%) - SE_ADT_FUNS - Male - Numeracy",Percentage,0,59,,,%,2006 - 2020,,,
473,"4.6.1 - Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%) - SE_ADT_FUNS - Both sexes - Literacy",Percentage,0,59,,,%,2006 - 2020,,,
474,"4.6.1 - Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%) - SE_ADT_FUNS - Both sexes - Numeracy",Percentage,0,59,,,%,2006 - 2020,,,
475,4.7.1 - Extent to which global citizenship education and education for sustainable development are mainstreamed in national education policies - SE_GCEDESD_NEP,Index,0,24,,,,2020 - 2020,,,
476,4.7.1 - Extent to which global citizenship education and education for sustainable development are mainstreamed in curricula - SE_GCEDESD_CUR,Index,0,25,,,,2020 - 2020,,,
477,4.7.1 - Extent to which global citizenship education and education for sustainable development are mainstreamed in teacher education - SE_GCEDESD_TED,Index,0,26,,,,2020 - 2020,,,
478,4.7.1 - Extent to which global citizenship education and education for sustainable development are mainstreamed in student assessment - SE_GCEDESD_SAS,Index,0,27,,,,2020 - 2020,,,
479,"4.a.1 - Proportion of schools with access to computers for pedagogical purposes, by education level (%) - SE_ACS_CMPTR - Upper secondary",Percentage,0,60,,,%,2000 - 2020,,,
480,"4.a.1 - Proportion of schools with access to computers for pedagogical purposes, by education level (%) - SE_ACS_CMPTR - Lower secondary",Percentage,0,60,,,%,2000 - 2020,,,
481,"4.a.1 - Proportion of schools with access to computers for pedagogical purposes, by education level (%) - SE_ACS_CMPTR - Primary",Percentage,0,60,,,%,2000 - 2020,,,
482,"4.a.1 - Proportion of schools with access to computers for pedagogical purposes, by education level (%) - SE_ACS_CMPTR - Secondary",Percentage,0,60,,,%,2000 - 2020,,,
483,"4.a.1 - Proportion of schools with access to basic drinking water, by education level (%) - SE_ACS_H2O - Upper secondary",Percentage,0,61,,,%,2000 - 2020,,,
484,"4.a.1 - Proportion of schools with access to basic drinking water, by education level (%) - SE_ACS_H2O - Primary",Percentage,0,61,,,%,2000 - 2020,,,
485,"4.a.1 - Proportion of schools with access to basic drinking water, by education level (%) - SE_ACS_H2O - Lower secondary",Percentage,0,61,,,%,2000 - 2020,,,
486,"4.a.1 - Proportion of schools with access to electricity, by education level (%) - SE_ACS_ELECT - Upper secondary",Percentage,0,62,,,%,2000 - 2020,,,
487,"4.a.1 - Proportion of schools with access to electricity, by education level (%) - SE_ACS_ELECT - Primary",Percentage,0,62,,,%,2000 - 2020,,,
488,"4.a.1 - Proportion of schools with access to electricity, by education level (%) - SE_ACS_ELECT - Lower secondary",Percentage,0,62,,,%,2000 - 2020,,,
489,"4.a.1 - Proportion of schools with basic handwashing facilities, by education level (%) - SE_ACC_HNDWSH - Lower secondary",Percentage,0,63,,,%,2000 - 2020,,,
490,"4.a.1 - Proportion of schools with basic handwashing facilities, by education level (%) - SE_ACC_HNDWSH - Upper secondary",Percentage,0,63,,,%,2000 - 2020,,,
491,"4.a.1 - Proportion of schools with basic handwashing facilities, by education level (%) - SE_ACC_HNDWSH - Primary",Percentage,0,63,,,%,2000 - 2020,,,
492,"4.a.1 - Proportion of schools with access to the internet for pedagogical purposes, by education level (%) - SE_ACS_INTNT - Upper secondary",Percentage,0,64,,,%,2000 - 2020,,,
493,"4.a.1 - Proportion of schools with access to the internet for pedagogical purposes, by education level (%) - SE_ACS_INTNT - Lower secondary",Percentage,0,64,,,%,2000 - 2020,,,
494,"4.a.1 - Proportion of schools with access to the internet for pedagogical purposes, by education level (%) - SE_ACS_INTNT - Primary",Percentage,0,64,,,%,2000 - 2020,,,
495,"4.a.1 - Proportion of schools with access to the internet for pedagogical purposes, by education level (%) - SE_ACS_INTNT - Secondary",Percentage,0,64,,,%,2000 - 2020,,,
496,"4.a.1 - Proportion of schools with access to access to single-sex basic sanitation, by education level (%) - SE_ACS_SANIT - Upper secondary",Percentage,0,65,,,%,2000 - 2020,,,
497,"4.a.1 - Proportion of schools with access to access to single-sex basic sanitation, by education level (%) - SE_ACS_SANIT - Lower secondary",Percentage,0,65,,,%,2000 - 2020,,,
498,"4.a.1 - Proportion of schools with access to access to single-sex basic sanitation, by education level (%) - SE_ACS_SANIT - Primary",Percentage,0,65,,,%,2000 - 2020,,,
499,"4.a.1 - Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%) - SE_INF_DSBL - Upper secondary",Percentage,0,66,,,%,2000 - 2020,,,
500,"4.a.1 - Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%) - SE_INF_DSBL - Lower secondary",Percentage,0,66,,,%,2000 - 2020,,,
501,"4.a.1 - Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%) - SE_INF_DSBL - Primary",Percentage,0,66,,,%,2000 - 2020,,,
502,"4.b.1 - Total official flows for scholarships, by recipient countries (millions of constant 2019 United States dollars) - DC_TOF_SCHIPSL",Constant USD,0,67,,,$,2006 - 2019,,,
503,"4.c.1 - Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SE_TRA_GRDL - Both sexes - Primary",Percentage,0,68,,,%,2000 - 2020,,,
504,"4.c.1 - Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SE_TRA_GRDL - Both sexes - Secondary",Percentage,0,68,,,%,2000 - 2020,,,
505,"4.c.1 - Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SE_TRA_GRDL - Both sexes - Pre-primary",Percentage,0,68,,,%,2000 - 2020,,,
506,"4.c.1 - Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SE_TRA_GRDL - Both sexes - Lower secondary",Percentage,0,68,,,%,2000 - 2020,,,
507,"4.c.1 - Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SE_TRA_GRDL - Both sexes - Upper secondary",Percentage,0,68,,,%,2000 - 2020,,,
508,"4.c.1 - Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SE_TRA_GRDL - Female - Primary",Percentage,0,68,,,%,2000 - 2020,,,
509,"4.c.1 - Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SE_TRA_GRDL - Female - Secondary",Percentage,0,68,,,%,2000 - 2020,,,
510,"4.c.1 - Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SE_TRA_GRDL - Female - Pre-primary",Percentage,0,68,,,%,2000 - 2020,,,
511,"4.c.1 - Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SE_TRA_GRDL - Female - Lower secondary",Percentage,0,68,,,%,2000 - 2020,,,
512,"4.c.1 - Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SE_TRA_GRDL - Female - Upper secondary",Percentage,0,68,,,%,2000 - 2020,,,
513,"4.c.1 - Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SE_TRA_GRDL - Male - Primary",Percentage,0,68,,,%,2000 - 2020,,,
514,"4.c.1 - Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SE_TRA_GRDL - Male - Secondary",Percentage,0,68,,,%,2000 - 2020,,,
515,"4.c.1 - Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SE_TRA_GRDL - Male - Pre-primary",Percentage,0,68,,,%,2000 - 2020,,,
516,"4.c.1 - Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SE_TRA_GRDL - Male - Lower secondary",Percentage,0,68,,,%,2000 - 2020,,,
517,"4.c.1 - Proportion of teachers with the minimum required qualifications, by education level and sex (%) - SE_TRA_GRDL - Male - Upper secondary",Percentage,0,68,,,%,2000 - 2020,,,
518,"14.1.1 - Chlorophyll-a deviations, remote sensing (%) - EN_MAR_CHLDEV",Percentage,0,69,,,%,2000 - 2019,,,
519,"14.1.1 - Chlorophyll-a anomaly, remote sensing (%) - EN_MAR_CHLANM - Moderate",Percentage,0,70,,,%,2018 - 2020,,,
520,"14.1.1 - Chlorophyll-a anomaly, remote sensing (%) - EN_MAR_CHLANM - High",Percentage,0,70,,,%,2018 - 2020,,,
521,"14.1.1 - Chlorophyll-a anomaly, remote sensing (%) - EN_MAR_CHLANM - Extreme",Percentage,0,70,,,%,2018 - 2020,,,
522,14.1.1 - Beach litter per square kilometer (Number) - EN_MAR_BEALITSQ,Number,0,71,,,,2015 - 2020,,,
523,14.1.1 - Floating plastic debris density (count per km2) - EN_MAR_PLASDD,Number,0,72,,,,2019 - 2021,,,
524,14.1.1 - Beach litter originating from national land-based sources that ends in the beach (%) - EN_MAR_BEALIT_BP,Percentage,0,73,,,%,2017 - 2021,,,
525,14.1.1 - Beach litter originating from national land-based sources that ends in the beach (Tonnes) - EN_MAR_BEALIT_BV,Tonnes,0,74,,,,2017 - 2021,,,
526,14.1.1 - Beach litter originating from national land-based sources that ends in the ocean (%) - EN_MAR_BEALIT_OP,Percentage,0,75,,,%,2017 - 2021,,,
527,14.1.1 - Beach litter originating from national land-based sources that ends in the ocean (Tonnes) - EN_MAR_BEALIT_OV,Tonnes,0,76,,,,2017 - 2021,,,
528,14.1.1 - Exported beach litter originating from national land-based sources (Tonnes) - EN_MAR_BEALIT_EXP,Tonnes,0,77,,,,2017 - 2021,,,
529,14.2.1 - Number of countries using ecosystem-based approaches to managing marine areas (1 = YES; 0 = NO) - EN_SCP_ECSYBA - Implementation and adaptive management,Number,0,78,,,,2016 - 2021,,,
530,14.2.1 - Number of countries using ecosystem-based approaches to managing marine areas (1 = YES; 0 = NO) - EN_SCP_ECSYBA - Plan development,Number,0,78,,,,2016 - 2021,,,
531,14.2.1 - Number of countries using ecosystem-based approaches to managing marine areas (1 = YES; 0 = NO) - EN_SCP_ECSYBA - Plan adoption/designation,Number,0,78,,,,2016 - 2021,,,
532,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Ferrovia,pH,0,79,,,,2005 - 2021,,,
533,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Porto Pesqueiro,pH,0,79,,,,2005 - 2021,,,
534,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Luanda,pH,0,79,,,,2005 - 2021,,,
535,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Floresta,pH,0,79,,,,2005 - 2021,,,
536,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Cais de Carvão,pH,0,79,,,,2005 - 2021,,,
537,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Borges,pH,0,79,,,,2005 - 2021,,,
538,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - GEF 2,pH,0,79,,,,2005 - 2021,,,
539,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - NRSROT,pH,0,79,,,,2005 - 2021,,,
540,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - NRSKAI,pH,0,79,,,,2005 - 2021,,,
541,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - NRSMAI,pH,0,79,,,,2005 - 2021,,,
542,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - NRSNSI,pH,0,79,,,,2005 - 2021,,,
543,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - NRSPHB,pH,0,79,,,,2005 - 2021,,,
544,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - NRSYON,pH,0,79,,,,2005 - 2021,,,
545,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - NRSDAR,pH,0,79,,,,2005 - 2021,,,
546,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - R/V Belgica,pH,0,79,,,,2005 - 2021,,,
547,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - W01,pH,0,79,,,,2005 - 2021,,,
548,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - S03,pH,0,79,,,,2005 - 2021,,,
549,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - W10,pH,0,79,,,,2005 - 2021,,,
550,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - W09,pH,0,79,,,,2005 - 2021,,,
551,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - W08,pH,0,79,,,,2005 - 2021,,,
552,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - S01,pH,0,79,,,,2005 - 2021,,,
553,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - W02,pH,0,79,,,,2005 - 2021,,,
554,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - W06,pH,0,79,,,,2005 - 2021,,,
555,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - W03,pH,0,79,,,,2005 - 2021,,,
556,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - W05,pH,0,79,,,,2005 - 2021,,,
557,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - W07,pH,0,79,,,,2005 - 2021,,,
558,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - W04,pH,0,79,,,,2005 - 2021,,,
559,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - VLIZ LWStation,pH,0,79,,,,2005 - 2021,,,
560,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - MOW1,pH,0,79,,,,2005 - 2021,,,
561,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Brasil1_06,pH,0,79,,,,2005 - 2021,,,
