id,code,name,description,unit,short_unit,dataset_id,source_id
404,HH.DHS.OOS.1.Q2,DHS: Proportion of out-of-school. Primary. Quintile 2,"Proportion of out-of-school. Primary. Quintile 2 is the number of quintile 2 children in the official primary school age range who are not attending primary or secondary education, expressed as a percentage of quintile 2 children of the official primary school age range. By definition, children in the official primary-age range, who are attending pre-primary education, are considered out-of-school. The sum of the net primary attendance rate and the proportion out of school do not add to 100 percent because the net primary attendance rate does not count students who are in secondary. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
405,HH.DHS.OOS.1.Q3,DHS: Proportion of out-of-school. Primary. Quintile 3,"Proportion of out-of-school. Primary. Quintile 3 is the number of quintile 3 children in the official primary school age range who are not attending primary or secondary education, expressed as a percentage of quintile 3 children of the official primary school age range. By definition, children in the official primary-age range, who are attending pre-primary education, are considered out-of-school. The sum of the net primary attendance rate and the proportion out of school do not add to 100 percent because the net primary attendance rate does not count students who are in secondary. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
406,HH.DHS.OOS.1.Q4,DHS: Proportion of out-of-school. Primary. Quintile 4,"Proportion of out-of-school. Primary. Quintile 4 is the number of quintile 4 children in the official primary school age range who are not attending primary or secondary education, expressed as a percentage of quintile 4 children of the official primary school age range. By definition, children in the official primary-age range, who are attending pre-primary education, are considered out-of-school. The sum of the net primary attendance rate and the proportion out of school do not add to 100 percent because the net primary attendance rate does not count students who are in secondary. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
407,HH.DHS.OOS.1.Q5,DHS: Proportion of out-of-school. Primary. Quintile 5,"Proportion of out-of-school. Primary. Quintile 5 is the number of quintile 5 children in the official primary school age range who are not attending primary or secondary education, expressed as a percentage of quintile 5 children of the official primary school age range. By definition, children in the official primary-age range, who are attending pre-primary education, are considered out-of-school. The sum of the net primary attendance rate and the proportion out of school do not add to 100 percent because the net primary attendance rate does not count students who are in secondary. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
408,HH.DHS.OOS.1.R,DHS: Proportion of out-of-school. Primary. Rural,"Proportion of out-of-school. Primary. Rural is the number of rural children in the official primary school age range who are not attending primary or secondary education, expressed as a percentage of rural children of the official primary school age range. By definition, children in the official primary-age range, who are attending pre-primary education, are considered out-of-school. The sum of the net primary attendance rate and the proportion out of school do not add to 100 percent because the net primary attendance rate does not count students who are in secondary.",%,%,0,1
409,HH.DHS.OOS.1.U,DHS: Proportion of out-of-school. Primary. Urban,"Proportion of out-of-school. Primary. Urban is the number of urban children in the official primary school age range who are not attending primary or secondary education, expressed as a percentage of urban children of the official primary school age range. By definition, children in the official primary-age range, who are attending pre-primary education, are considered out-of-school. The sum of the net primary attendance rate and the proportion out of school do not add to 100 percent because the net primary attendance rate does not count students who are in secondary.",%,%,0,1
410,HH.DHS.OOST.DO,DHS: Typology of out-of-school children. Primary. Dropped out,Typology of out-of-school children. Primary. Dropped out is the proportion of out-of-school children who were enrolled in school and dropped out. It is calculated as the proportion of children not classified as never-in-school expressed as a percent of the proportion of out-of-school children older than the age with the highest attendance rate.,%,%,0,1
411,HH.DHS.OOST.DO.F,DHS: Typology of out-of-school children. Primary. Dropped out. Female,Typology of out-of-school children. Primary. Dropped out. Female is the proportion of female out-of-school children who were enrolled in school and dropped out. It is calculated as the proportion of children not classified as never-in-school expressed as a percent of the proportion of out-of-school children older than the age with the highest attendance rate.,%,%,0,1
412,HH.DHS.OOST.DO.M,DHS: Typology of out-of-school children. Primary. Dropped out. Male,Typology of out-of-school children. Primary. Dropped out. Male is the proportion of male out-of-school children who were enrolled in school and dropped out. It is calculated as the proportion of children not classified as never-in-school expressed as a percent of the proportion of out-of-school children older than the age with the highest attendance rate.,%,%,0,1
413,HH.DHS.OOST.DO.Q1,DHS: Typology of out-of-school children. Primary. Dropped out. Quintile 1,Typology of out-of-school children. Primary. Dropped out. Quintile 1 is the proportion of quintile 1 out-of-school children who were enrolled in school and dropped out. It is calculated as the proportion of children not classified as never-in-school expressed as a percent of the proportion of out-of-school children older than the age with the highest attendance rate. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.,%,%,0,1
414,HH.DHS.OOST.DO.Q2,DHS: Typology of out-of-school children. Primary. Dropped out. Quintile 2,Typology of out-of-school children. Primary. Dropped out. Quintile 2 is the proportion of quintile 2 out-of-school children who were enrolled in school and dropped out. It is calculated as the proportion of children not classified as never-in-school expressed as a percent of the proportion of out-of-school children older than the age with the highest attendance rate. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.,%,%,0,1
415,HH.DHS.OOST.DO.Q3,DHS: Typology of out-of-school children. Primary. Dropped out. Quintile 3,Typology of out-of-school children. Primary. Dropped out. Quintile 3 is the proportion of quintile 3 out-of-school children who were enrolled in school and dropped out. It is calculated as the proportion of children not classified as never-in-school expressed as a percent of the proportion of out-of-school children older than the age with the highest attendance rate. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.,%,%,0,1
416,HH.DHS.OOST.DO.Q4,DHS: Typology of out-of-school children. Primary. Dropped out. Quintile 4,Typology of out-of-school children. Primary. Dropped out. Quintile 4 is the proportion of quintile 4 out-of-school children who were enrolled in school and dropped out. It is calculated as the proportion of children not classified as never-in-school expressed as a percent of the proportion of out-of-school children older than the age with the highest attendance rate. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.,%,%,0,1
417,HH.DHS.OOST.DO.Q5,DHS: Typology of out-of-school children. Primary. Dropped out. Quintile 5,Typology of out-of-school children. Primary. Dropped out. Quintile 5 is the proportion of quintile 5 out-of-school children who were enrolled in school and dropped out. It is calculated as the proportion of children not classified as never-in-school expressed as a percent of the proportion of out-of-school children older than the age with the highest attendance rate. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.,%,%,0,1
418,HH.DHS.OOST.DO.R,DHS: Typology of out-of-school children. Primary. Dropped out. Rural,Typology of out-of-school children. Primary. Dropped out. Rural is the proportion of rural out-of-school children who were enrolled in school and dropped out. It is calculated as the proportion of children not classified as never-in-school expressed as a percent of the proportion of out-of-school children older than the age with the highest attendance rate.,%,%,0,1
419,HH.DHS.OOST.DO.U,DHS: Typology of out-of-school children. Primary. Dropped out. Urban,Typology of out-of-school children. Primary. Dropped out. Urban is the proportion of urban out-of-school children who were enrolled in school and dropped out. It is calculated as the proportion of children not classified as never-in-school expressed as a percent of the proportion of out-of-school children older than the age with the highest attendance rate.,%,%,0,1
420,HH.DHS.OOST.L,DHS: Typology of out-of-school children. Primary. Late entry,"Typology of out-of-school children. Primary. Late entry is defined as the proportion of out-of-school children who are currently out of school but are expected to enter the education system later than they should. It is calculated based on UNESCO's methodology as the proportion leftover from those estimated as never in school, expressed as a percent of the proportion out-of-school for children younger than the age with the highest attendance rate.",%,%,0,1
421,HH.DHS.OOST.L.F,DHS: Typology of out-of-school children. Primary. Late entry. Female,"Typology of out-of-school children. Primary. Late entry. Female is defined as the proportion of female out-of-school children who are currently out of school but are expected to enter the education system later than they should. It is calculated based on UNESCO's methodology as the proportion leftover from those estimated as never in school, expressed as a percent of the proportion out-of-school for children younger than the age with the highest attendance rate.",%,%,0,1
422,HH.DHS.OOST.L.M,DHS: Typology of out-of-school children. Primary. Late entry. Male,"Typology of out-of-school children. Primary. Late entry. Male is defined as the proportion of male out-of-school children who are currently out of school but are expected to enter the education system later than they should. It is calculated based on UNESCO's methodology as the proportion leftover from those estimated as never in school, expressed as a percent of the proportion out-of-school for children younger than the age with the highest attendance rate.",%,%,0,1
423,HH.DHS.OOST.L.Q1,DHS: Typology of out-of-school children. Primary. Late entry. Quintile 1,"Typology of out-of-school children. Primary. Late entry. Quintile 1 is defined as the proportion of quintile 1 out-of-school children who are currently out of school but are expected to enter the education system later than they should. It is calculated based on UNESCO's methodology as the proportion leftover from those estimated as never in school, expressed as a percent of the proportion out-of-school for children younger than the age with the highest attendance rate. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
424,HH.DHS.OOST.L.Q2,DHS: Typology of out-of-school children. Primary. Late entry. Quintile 2,"Typology of out-of-school children. Primary. Late entry. Quintile 2 is defined as the proportion of quintile 2 out-of-school children who are currently out of school but are expected to enter the education system later than they should. It is calculated based on UNESCO's methodology as the proportion leftover from those estimated as never in school, expressed as a percent of the proportion out-of-school for children younger than the age with the highest attendance rate. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
425,HH.DHS.OOST.L.Q3,DHS: Typology of out-of-school children. Primary. Late entry. Quintile 3,"Typology of out-of-school children. Primary. Late entry. Quintile 3 is defined as the proportion of quintile 3 out-of-school children who are currently out of school but are expected to enter the education system later than they should. It is calculated based on UNESCO's methodology as the proportion leftover from those estimated as never in school, expressed as a percent of the proportion out-of-school for children younger than the age with the highest attendance rate. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
426,HH.DHS.OOST.L.Q4,DHS: Typology of out-of-school children. Primary. Late entry. Quintile 4,"Typology of out-of-school children. Primary. Late entry. Quintile 4 is defined as the proportion of quintile 4 out-of-school children who are currently out of school but are expected to enter the education system later than they should. It is calculated based on UNESCO's methodology as the proportion leftover from those estimated as never in school, expressed as a percent of the proportion out-of-school for children younger than the age with the highest attendance rate. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
427,HH.DHS.OOST.L.Q5,DHS: Typology of out-of-school children. Primary. Late entry. Quintile 5,"Typology of out-of-school children. Primary. Late entry. Quintile 5 is defined as the proportion of quintile 5 out-of-school children who are currently out of school but are expected to enter the education system later than they should. It is calculated based on UNESCO's methodology as the proportion leftover from those estimated as never in school, expressed as a percent of the proportion out-of-school for children younger than the age with the highest attendance rate. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
428,HH.DHS.OOST.L.R,DHS: Typology of out-of-school children. Primary. Late entry. Rural,"Typology of out-of-school children. Primary. Late entry. Rural is defined as the proportion of rural out-of-school children who are currently out of school but are expected to enter the education system later than they should. It is calculated based on UNESCO's methodology as the proportion leftover from those estimated as never in school, expressed as a percent of the proportion out-of-school for children younger than the age with the highest attendance rate.",%,%,0,1
429,HH.DHS.OOST.L.U,DHS: Typology of out-of-school children. Primary. Late entry. Urban,"Typology of out-of-school children. Primary. Late entry. Urban is defined as the proportion of urban out-of-school children who are currently out of school but are expected to enter the education system later than they should. It is calculated based on UNESCO's methodology as the proportion leftover from those estimated as never in school, expressed as a percent of the proportion out-of-school for children younger than the age with the highest attendance rate.",%,%,0,1
430,HH.DHS.OOST.X,DHS: Typology of out-of-school children. Primary. Never in school,"Typology of out-of-school children. Primary. Never in school is the percentage of out-of-school primary-school-age children who have never attended school and are not likely to enter school in the future. Since no survey can say definitively that a school-age person will never attend school, this is a probabilistic indicator. The indicator is based on UNESCO’s methodology, which estimates the proportion of children who will never attend school as the proportion of out of school for the age group with the lowest proportion of out-of-school children. This methodology assumes no dropout before the age at which enrolment rates peak, and no late entry after the age with peak enrolment.",%,%,0,1
431,HH.DHS.OOST.X.F,DHS: Typology of out-of-school children. Primary. Never in school. Female,"Typology of out-of-school children. Primary. Never in school. Female is the percentage of female out-of-school primary-school-age children who have never attended school and are not likely to enter school in the future. Since no survey can say definitively that a school-age person will never attend school, this is a probabilistic indicator. The indicator is based on UNESCO’s methodology, which estimates the proportion of children who will never attend school as the proportion of out of school for the age group with the lowest proportion of out-of-school children. This methodology assumes no dropout before the age at which enrolment rates peak, and no late entry after the age with peak enrolment.",%,%,0,1
432,HH.DHS.OOST.X.M,DHS: Typology of out-of-school children. Primary. Never in school. Male,"Typology of out-of-school children. Primary. Never in school. Male is the percentage of male out-of-school primary-school-age children who have never attended school and are not likely to enter school in the future. Since no survey can say definitively that a school-age person will never attend school, this is a probabilistic indicator. The indicator is based on UNESCO’s methodology, which estimates the proportion of children who will never attend school as the proportion of out of school for the age group with the lowest proportion of out-of-school children. This methodology assumes no dropout before the age at which enrolment rates peak, and no late entry after the age with peak enrolment.",%,%,0,1
433,HH.DHS.OOST.X.Q1,DHS: Typology of out-of-school children. Primary. Never in school. Quintile 1,"Typology of out-of-school children. Primary. Never in school. Quintile 1 is the percentage of quintile 1 out-of-school primary-school-age children who have never attended school and are not likely to enter school in the future. Since no survey can say definitively that a school-age person will never attend school, this is a probabilistic indicator. The indicator is based on UNESCO’s methodology, which estimates the proportion of children who will never attend school as the proportion of out of school for the age group with the lowest proportion of out-of-school children. This methodology assumes no dropout before the age at which enrolment rates peak, and no late entry after the age with peak enrolment. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
434,HH.DHS.OOST.X.Q2,DHS: Typology of out-of-school children. Primary. Never in school. Quintile 2,"Typology of out-of-school children. Primary. Never in school. Quintile 2 is the percentage of quintile 2 out-of-school primary-school-age children who have never attended school and are not likely to enter school in the future. Since no survey can say definitively that a school-age person will never attend school, this is a probabilistic indicator. The indicator is based on UNESCO’s methodology, which estimates the proportion of children who will never attend school as the proportion of out of school for the age group with the lowest proportion of out-of-school children. This methodology assumes no dropout before the age at which enrolment rates peak, and no late entry after the age with peak enrolment. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
435,HH.DHS.OOST.X.Q3,DHS: Typology of out-of-school children. Primary. Never in school. Quintile 3,"Typology of out-of-school children. Primary. Never in school. Quintile 3 is the percentage of quintile 3 out-of-school primary-school-age children who have never attended school and are not likely to enter school in the future. Since no survey can say definitively that a school-age person will never attend school, this is a probabilistic indicator. The indicator is based on UNESCO’s methodology, which estimates the proportion of children who will never attend school as the proportion of out of school for the age group with the lowest proportion of out-of-school children. This methodology assumes no dropout before the age at which enrolment rates peak, and no late entry after the age with peak enrolment. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
436,HH.DHS.OOST.X.Q4,DHS: Typology of out-of-school children. Primary. Never in school. Quintile 4,"Typology of out-of-school children. Primary. Never in school. Quintile 4 is the percentage of quintile 4 out-of-school primary-school-age children who have never attended school and are not likely to enter school in the future. Since no survey can say definitively that a school-age person will never attend school, this is a probabilistic indicator. The indicator is based on UNESCO’s methodology, which estimates the proportion of children who will never attend school as the proportion of out of school for the age group with the lowest proportion of out-of-school children. This methodology assumes no dropout before the age at which enrolment rates peak, and no late entry after the age with peak enrolment. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
437,HH.DHS.OOST.X.Q5,DHS: Typology of out-of-school children. Primary. Never in school. Quintile 5,"Typology of out-of-school children. Primary. Never in school. Quintile 5 is the percentage of quintile 5 out-of-school primary-school-age children who have never attended school and are not likely to enter school in the future. Since no survey can say definitively that a school-age person will never attend school, this is a probabilistic indicator. The indicator is based on UNESCO’s methodology, which estimates the proportion of children who will never attend school as the proportion of out of school for the age group with the lowest proportion of out-of-school children. This methodology assumes no dropout before the age at which enrolment rates peak, and no late entry after the age with peak enrolment. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
438,HH.DHS.OOST.X.R,DHS: Typology of out-of-school children. Primary. Never in school. Rural,"Typology of out-of-school children. Primary. Never in school. Rural is the percentage of rural out-of-school primary-school-age children who have never attended school and are not likely to enter school in the future. Since no survey can say definitively that a school-age person will never attend school, this is a probabilistic indicator. The indicator is based on UNESCO’s methodology, which estimates the proportion of children who will never attend school as the proportion of out of school for the age group with the lowest proportion of out-of-school children. This methodology assumes no dropout before the age at which enrolment rates peak, and no late entry after the age with peak enrolment.",%,%,0,1
439,HH.DHS.OOST.X.U,DHS: Typology of out-of-school children. Primary. Never in school. Urban,"Typology of out-of-school children. Primary. Never in school. Urban is the percentage of urban out-of-school primary-school-age children who have never attended school and are not likely to enter school in the future. Since no survey can say definitively that a school-age person will never attend school, this is a probabilistic indicator. The indicator is based on UNESCO’s methodology, which estimates the proportion of children who will never attend school as the proportion of out of school for the age group with the lowest proportion of out-of-school children. This methodology assumes no dropout before the age at which enrolment rates peak, and no late entry after the age with peak enrolment.",%,%,0,1
440,HH.DHS.PCR,DHS: Primary completion rate,"Primary completion rate is the total number of students of any age in the last grade of primary school, minus the number of repeaters in that grade, divided by the number of children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of primary school.",%,%,0,1
441,HH.DHS.PCR.F,DHS: Primary completion rate. Female,"Primary completion rate. Female is the total number of female students of any age in the last grade of primary school, minus the number of female repeaters in that grade, divided by the number of female children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of primary school.",%,%,0,1
442,HH.DHS.PCR.M,DHS: Primary completion rate. Male,"Primary completion rate. Male is the total number of male students of any age in the last grade of primary school, minus the number of male repeaters in that grade, divided by the number of male children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of primary school.",%,%,0,1
443,HH.DHS.PCR.Q1,DHS: Primary completion rate. Quintile 1,"Primary completion rate. Quintile 1 is the total number of quintile 1 students of any age in the last grade of primary school, minus the number of quintile 1 repeaters in that grade, divided by the number of quintile 1 children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of primary school. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
444,HH.DHS.PCR.Q2,DHS: Primary completion rate. Quintile 2,"Primary completion rate. Quintile 2 is the total number of quintile 2 students of any age in the last grade of primary school, minus the number of quintile 2 repeaters in that grade, divided by the number of quintile 2 children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of primary school. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
445,HH.DHS.PCR.Q3,DHS: Primary completion rate. Quintile 3,"Primary completion rate. Quintile 3 is the total number of quintile 3 students of any age in the last grade of primary school, minus the number of quintile 3 repeaters in that grade, divided by the number of quintile 3 children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of primary school. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
446,HH.DHS.PCR.Q4,DHS: Primary completion rate. Quintile 4,"Primary completion rate. Quintile 4 is the total number of quintile 4 students of any age in the last grade of primary school, minus the number of quintile 4 repeaters in that grade, divided by the number of quintile 4 children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of primary school. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
447,HH.DHS.PCR.Q5,DHS: Primary completion rate. Quintile 5,"Primary completion rate. Quintile 5 is the total number of quintile 5 students of any age in the last grade of primary school, minus the number of quintile 5 repeaters in that grade, divided by the number of quintile 5 children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of primary school. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
448,HH.DHS.PCR.R,DHS: Primary completion rate. Rural,"Primary completion rate. Rural is the total number of rural students of any age in the last grade of primary school, minus the number of rural repeaters in that grade, divided by the number of rural children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of primary school.",%,%,0,1
449,HH.DHS.PCR.U,DHS: Primary completion rate. Urban,"Primary completion rate. Urban is the total number of urban students of any age in the last grade of primary school, minus the number of urban repeaters in that grade, divided by the number of urban children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of primary school.",%,%,0,1
450,HH.DHS.SCR,DHS: Secondary completion rate,"Secondary completion rate is the total number of students of any age in last grade of secondary school, minus the number of repeaters in that grade, divided by the number of children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of secondary school.",%,%,0,1
451,HH.DHS.SCR.F,DHS: Secondary completion rate. Female,"Secondary completion rate. Female is the total number of female students of any age in last grade of secondary school, minus the number of female repeaters in that grade, divided by the number of female children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of secondary school.",%,%,0,1
452,HH.DHS.SCR.M,DHS: Secondary completion rate. Male,"Secondary completion rate. Male is the total number of male students of any age in last grade of secondary school, minus the number of male repeaters in that grade, divided by the number of male children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of secondary school.",%,%,0,1
453,HH.DHS.SCR.Q1,DHS: Secondary completion rate. Quintile 1,"Secondary completion rate. Quintile 1 is the total number of quintile 1 students of any age in last grade of secondary school, minus the number of quintile 1 repeaters in that grade, divided by the number of quintile 1 children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of secondary school. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
454,HH.DHS.SCR.Q2,DHS: Secondary completion rate. Quintile 2,"Secondary completion rate. Quintile 2 is the total number of quintile 2 students of any age in last grade of secondary school, minus the number of quintile 2 repeaters in that grade, divided by the number of quintile 2 children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of secondary school. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
455,HH.DHS.SCR.Q3,DHS: Secondary completion rate. Quintile 3,"Secondary completion rate. Quintile 3 is the total number of quintile 3 students of any age in last grade of secondary school, minus the number of quintile 3 repeaters in that grade, divided by the number of quintile 3 children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of secondary school. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
456,HH.DHS.SCR.Q4,DHS: Secondary completion rate. Quintile 4,"Secondary completion rate. Quintile 4 is the total number of quintile 4 students of any age in last grade of secondary school, minus the number of quintile 4 repeaters in that grade, divided by the number of quintile 4 children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of secondary school. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
457,HH.DHS.SCR.Q5,DHS: Secondary completion rate. Quintile 5,"Secondary completion rate. Quintile 5 is the total number of quintile 5 students of any age in last grade of secondary school, minus the number of quintile 5 repeaters in that grade, divided by the number of quintile 5 children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of secondary school. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
458,HH.DHS.SCR.R,DHS: Secondary completion rate. Rural,"Secondary completion rate. Rural is the total number of rural students of any age in last grade of secondary school, minus the number of rural repeaters in that grade, divided by the number of rural children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of secondary school.",%,%,0,1
459,HH.DHS.SCR.U,DHS: Secondary completion rate. Urban,"Secondary completion rate. Urban is the total number of urban students of any age in last grade of secondary school, minus the number of urban repeaters in that grade, divided by the number of urban children of official graduation age. The completion rate can exceed 100 percent if there are many overage students in the last grade of secondary school.",%,%,0,1
460,HH.DHS.TR.12,DHS: Transition rate. Primary to Secondary,Transition rate. Primary to Secondary is the proportion of pupils in the last grade of primary who transition to the first grade of secondary the following school year.,%,%,0,1
461,HH.DHS.TR.12.F,DHS: Transition rate. Primary to Secondary. Female,Transition rate. Primary to Secondary. Female is the proportion of female pupils in the last grade of primary who transition to the first grade of secondary the following school year.,%,%,0,1
462,HH.DHS.TR.12.M,DHS: Transition rate. Primary to Secondary. Male,Transition rate. Primary to Secondary. Male is the proportion of male pupils in the last grade of primary who transition to the first grade of secondary the following school year.,%,%,0,1
463,HH.DHS.TR.12.Q1,DHS: Transition rate. Primary to Secondary. Quintile 1,Transition rate. Primary to Secondary. Quintile 1 is the proportion of quintile 1 pupils in the last grade of primary who transition to the first grade of secondary the following school year. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.,%,%,0,1
464,HH.DHS.TR.12.Q2,DHS: Transition rate. Primary to Secondary. Quintile 2,Transition rate. Primary to Secondary. Quintile 2 is the proportion of quintile 2 pupils in the last grade of primary who transition to the first grade of secondary the following school year. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.,%,%,0,1
465,HH.DHS.TR.12.Q3,DHS: Transition rate. Primary to Secondary. Quintile 3,Transition rate. Primary to Secondary. Quintile 3 is the proportion of quintile 3 pupils in the last grade of primary who transition to the first grade of secondary the following school year. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.,%,%,0,1
466,HH.DHS.TR.12.Q4,DHS: Transition rate. Primary to Secondary. Quintile 4,Transition rate. Primary to Secondary. Quintile 4 is the proportion of quintile 4 pupils in the last grade of primary who transition to the first grade of secondary the following school year. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.,%,%,0,1
467,HH.DHS.TR.12.Q5,DHS: Transition rate. Primary to Secondary. Quintile 5,Transition rate. Primary to Secondary. Quintile 5 is the proportion of quintile 5 pupils in the last grade of primary who transition to the first grade of secondary the following school year. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.,%,%,0,1
468,HH.DHS.TR.12.R,DHS: Transition rate. Primary to Secondary. Rural,Transition rate. Primary to Secondary. Rural is the proportion of rural pupils in the last grade of primary who transition to the first grade of secondary the following school year.,%,%,0,1
469,HH.DHS.TR.12.U,DHS: Transition rate. Primary to Secondary. Urban,Transition rate. Primary to Secondary. Urban is the proportion of urban pupils in the last grade of primary who transition to the first grade of secondary the following school year.,%,%,0,1
470,HH.DHS.YRS.1519,DHS: Average years of schooling by age group. Age 15-19,"Average years of schooling by age group. Age 15-19 is the number of years of formal schooling received, on average, by the population of the given age group.",,,0,1
471,HH.DHS.YRS.1519.F,DHS: Average years of schooling by age group. Age 15-19. Female,"Average years of schooling by age group. Age 15-19. Female is the number of years of formal schooling received, on average, by the female population of the given age group.",,,0,1
472,HH.DHS.YRS.1519.M,DHS: Average years of schooling by age group. Age 15-19. Male,"Average years of schooling by age group. Age 15-19. Male is the number of years of formal schooling received, on average, by the male population of the given age group.",,,0,1
473,HH.DHS.YRS.1519.Q1,DHS: Average years of schooling by age group. Age 15-19. Quintile 1,"Average years of schooling by age group. Age 15-19. Quintile 1 is the number of years of formal schooling received, on average, by the quintile 1 population of the given age group. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
474,HH.DHS.YRS.1519.Q2,DHS: Average years of schooling by age group. Age 15-19. Quintile 2,"Average years of schooling by age group. Age 15-19. Quintile 2 is the number of years of formal schooling received, on average, by the quintile 2 population of the given age group. Each poverty quintile represents one fifth of students with quintile 1 being the poorest 20 percent of students and quintile 5 being the richest 20 percent of students.",%,%,0,1
